,Year,Month,Date,film_strtitle,total_amount,total_tickets
10584,2016,9,11,MEENDUM ORU KADHAL KADHAI,12980.0,110
10585,2016,9,11,OOZHAM,19380.0,167
10586,2016,9,11,OPPAM,12520.0,108
10587,2016,9,11,PELLI CHUPULU,11900.0,101
10588,2016,9,11,PETE S DRAGON,12960.0,108
10589,2016,9,11,SULLY,23860.0,208
10590,2016,9,11,VAAIMAI,11540.0,98
10591,2016,9,12,AKIRA,7330.0,62
10592,2016,9,12,BAAR BAAR DEKHO,69410.0,583
10593,2016,9,12,BAD MOMS,10570.0,89
10594,2016,9,12,DHARMADURAI,11800.0,102
10595,2016,9,12,DONT BREATHE,59200.0,497
10596,2016,9,12,FREAKY ALI,24280.0,209
10597,2016,9,12,HAPPY BHAG JAYEGI,11900.0,101
10598,2016,9,12,ICE AGE COLLISION COURSE,11520.0,96
10599,2016,9,12,IRUMUGAN,134770.0,1201
10600,2016,9,12,JO ACHYUTHANANDA,11900.0,101
10601,2016,9,12,JOKER,11320.0,98
10602,2016,9,12,KABALI,10450.0,88
10603,2016,9,12,KIDAARI,21270.0,180
10604,2016,9,12,KUTRAMAE THANDANAI,21940.0,192
10605,2016,9,12,MEENDUM ORU KADHAL KADHAI,12860.0,109
10606,2016,9,12,OOZHAM,10700.0,91
10607,2016,9,12,OPPAM,12850.0,108
10608,2016,9,12,PELLI CHUPULU,11900.0,101
10609,2016,9,12,PETE S DRAGON,11880.0,99
10610,2016,9,12,SULLY,23110.0,199
10611,2016,9,12,VAAIMAI,9280.0,81
10612,2016,9,13,AKIRA,11940.0,105
10613,2016,9,13,BAAR BAAR DEKHO,73560.0,624
10614,2016,9,13,BAD MOMS,11890.0,100
10615,2016,9,13,DHARMADURAI,12870.0,110
10616,2016,9,13,DONT BREATHE,86850.0,732
10617,2016,9,13,FREAKY ALI,27120.0,237
10618,2016,9,13,HAPPY BHAG JAYEGI,11880.0,99
10619,2016,9,13,ICE AGE COLLISION COURSE,25680.0,214
10620,2016,9,13,IRUMUGAN,155000.0,1365
10621,2016,9,13,JO ACHYUTHANANDA,19360.0,165
10622,2016,9,13,JOKER,11960.0,107
10623,2016,9,13,KABALI,12780.0,112
10624,2016,9,13,KIDAARI,23840.0,206
10625,2016,9,13,KUTRAMAE THANDANAI,23260.0,203
10626,2016,9,13,MEENDUM ORU KADHAL KADHAI,12840.0,107
10627,2016,9,13,OOZHAM,15420.0,134
10628,2016,9,13,OPPAM,13450.0,113
10629,2016,9,13,PELLI CHUPULU,11890.0,100
10630,2016,9,13,PETE S DRAGON,12970.0,109
10631,2016,9,13,SULLY,30020.0,263
10632,2016,9,13,VAAIMAI,9860.0,84
10633,2016,9,14,AKIRA,9250.0,78
10634,2016,9,14,BAAR BAAR DEKHO,46120.0,388
10635,2016,9,14,BAD MOMS,11680.0,101
10636,2016,9,14,DHARMADURAI,13050.0,117
10637,2016,9,14,DONT BREATHE,66410.0,558
10638,2016,9,14,FREAKY ALI,24720.0,206
10639,2016,9,14,HAPPY BHAG JAYEGI,11880.0,99
10640,2016,9,14,ICE AGE COLLISION COURSE,20760.0,173
10641,2016,9,14,IRUMUGAN,146970.0,1266
10642,2016,9,14,JO ACHYUTHANANDA,14450.0,125
10643,2016,9,14,JOKER,11910.0,102
10644,2016,9,14,KABALI,7570.0,64
10645,2016,9,14,KIDAARI,14090.0,122
10646,2016,9,14,KUTRAMAE THANDANAI,23720.0,205
10647,2016,9,14,MEENDUM ORU KADHAL KADHAI,11760.0,98
10648,2016,9,14,OOZHAM,14780.0,125
10649,2016,9,14,OPPAM,14930.0,129
10650,2016,9,14,PELLI CHUPULU,10930.0,92
10651,2016,9,14,PETE S DRAGON,12960.0,108
10652,2016,9,14,SULLY,29210.0,248
10653,2016,9,14,VAAIMAI,8880.0,74
10654,2016,9,15,AKIRA,4560.0,38
10655,2016,9,15,BAAR BAAR DEKHO,35010.0,300
10656,2016,9,15,BAD MOMS,11900.0,101
10657,2016,9,15,BLIND DATE,9720.0,81
10658,2016,9,15,DHARMADURAI,11650.0,98
10659,2016,9,15,DONT BREATHE,59140.0,502
10660,2016,9,15,FREAKY ALI,23660.0,199
10661,2016,9,15,HAPPY BHAG JAYEGI,11890.0,100
10662,2016,9,15,ICE AGE COLLISION COURSE,12000.0,100
10663,2016,9,15,IRUMUGAN,129640.0,1106
10664,2016,9,15,JO ACHYUTHANANDA,10850.0,95
10665,2016,9,15,JOKER,10590.0,91
10666,2016,9,15,KABALI,5400.0,45
10667,2016,9,15,KIDAARI,17340.0,150
10668,2016,9,15,KUTRAMAE THANDANAI,21150.0,179
10669,2016,9,15,MEENDUM ORU KADHAL KADHAI,10920.0,91
10670,2016,9,15,OPPAM,13000.0,112
10671,2016,9,15,PELLI CHUPULU,7460.0,64
10672,2016,9,15,PETE S DRAGON,12840.0,107
10673,2016,9,15,SULLY,23870.0,209
10674,2016,9,15,VAAIMAI,2070.0,20
10675,2016,9,16,BAAR BAAR DEKHO,11880.0,99
10676,2016,9,16,DONT BREATHE,37330.0,312
10677,2016,9,16,FREAKY ALI,12960.0,108
10678,2016,9,16,HAPPY BHAG JAYEGI,11900.0,101
10679,2016,9,16,ICE AGE COLLISION COURSE,600.0,5
10680,2016,9,16,IRUMUGAN,77700.0,664
10681,2016,9,16,JO ACHYUTHANANDA,3360.0,28
10682,2016,9,16,JOKER,11930.0,104
10683,2016,9,16,KABALI,12750.0,109
10684,2016,9,16,KIDAARI,600.0,5
10685,2016,9,16,MEENDUM ORU KADHAL KADHAI,840.0,7
10686,2016,9,16,NAAYAGI,13050.0,117
10687,2016,9,16,NIRMALA CONVENT,2160.0,18
10688,2016,9,16,OOZHAM,11400.0,95
10689,2016,9,16,OPPAM,2760.0,23
10690,2016,9,16,PELLI CHUPULU,11900.0,101
10691,2016,9,16,PETE S DRAGON,480.0,4
10692,2016,9,16,PINK,47960.0,418
10693,2016,9,16,RAAZ REBOOT,11040.0,92
10694,2016,9,16,ROBINSON CRUSOE,15840.0,132
10695,2016,9,16,SATHURAM 2,11850.0,107
10696,2016,9,16,SULLY,17040.0,142
10697,2016,9,16,SURYAKANTHI,240.0,2
10698,2016,9,16,UCHATHULA SHIVA,11840.0,106
10699,2016,9,17,BAAR BAAR DEKHO,11650.0,98
10700,2016,9,17,DONT BREATHE,67050.0,567
10701,2016,9,17,FREAKY ALI,13000.0,112
10702,2016,9,17,HAPPY BHAG JAYEGI,11880.0,99
10703,2016,9,17,ICE AGE COLLISION COURSE,12960.0,108
10704,2016,9,17,IRUMUGAN,146180.0,1253
10705,2016,9,17,JO ACHYUTHANANDA,11690.0,102
10706,2016,9,17,JOKER,11890.0,100
10707,2016,9,17,KABALI,12960.0,108
10708,2016,9,17,KIDAARI,11940.0,105
10709,2016,9,17,MEENDUM ORU KADHAL KADHAI,12840.0,107
10710,2016,9,17,NAAYAGI,12960.0,119
10711,2016,9,17,NIRMALA CONVENT,16470.0,140
10712,2016,9,17,OOZHAM,11880.0,99
10713,2016,9,17,OPPAM,18010.0,151
10714,2016,9,17,PELLI CHUPULU,11640.0,97
10715,2016,9,17,PETE S DRAGON,20640.0,172
10716,2016,9,17,PINK,83050.0,704
10717,2016,9,17,RAAZ REBOOT,32530.0,283
10718,2016,9,17,ROBINSON CRUSOE,38770.0,324
10719,2016,9,17,SATHURAM 2,11390.0,105
10720,2016,9,17,SULLY,42320.0,360
10721,2016,9,17,SURYAKANTHI,4490.0,42
10722,2016,9,17,UCHATHULA SHIVA,6550.0,61
10723,2016,9,18,BAAR BAAR DEKHO,11920.0,103
10724,2016,9,18,DONT BREATHE,62820.0,540
10725,2016,9,18,FREAKY ALI,12400.0,107
10726,2016,9,18,HAPPY BHAG JAYEGI,11650.0,98
10727,2016,9,18,ICE AGE COLLISION COURSE,12840.0,107
10728,2016,9,18,IRUMUGAN,139270.0,1222
10729,2016,9,18,JO ACHYUTHANANDA,11920.0,103
10730,2016,9,18,JOKER,11760.0,98
10731,2016,9,18,KABALI,12960.0,108
10732,2016,9,18,KIDAARI,11010.0,100
10733,2016,9,18,MEENDUM ORU KADHAL KADHAI,13010.0,113
10734,2016,9,18,NAAYAGI,12700.0,115
10735,2016,9,18,NIRMALA CONVENT,16990.0,148
10736,2016,9,18,OOZHAM,10990.0,98
10737,2016,9,18,OPPAM,25870.0,222
10738,2016,9,18,PELLI CHUPULU,11910.0,102
10739,2016,9,18,PETE S DRAGON,23040.0,192
10740,2016,9,18,PINK,98630.0,854
10741,2016,9,18,RAAZ REBOOT,31720.0,279
10742,2016,9,18,ROBINSON CRUSOE,38880.0,324
10743,2016,9,18,SATHURAM 2,7970.0,71
10744,2016,9,18,SULLY,50520.0,432
10745,2016,9,18,SURYAKANTHI,5540.0,48
10746,2016,9,18,UCHATHULA SHIVA,12450.0,112
10747,2016,9,19,BAAR BAAR DEKHO,10230.0,88
10748,2016,9,19,DONT BREATHE,43120.0,363
10749,2016,9,19,FREAKY ALI,5700.0,53
10750,2016,9,19,HAPPY BHAG JAYEGI,10320.0,86
10751,2016,9,19,ICE AGE COLLISION COURSE,8520.0,71
10752,2016,9,19,IRUMUGAN,100330.0,848
10753,2016,9,19,JO ACHYUTHANANDA,11180.0,95
10754,2016,9,19,JOKER,8760.0,73
10755,2016,9,19,KABALI,7320.0,61
10756,2016,9,19,KIDAARI,11800.0,102
10757,2016,9,19,MEENDUM ORU KADHAL KADHAI,13680.0,114
10758,2016,9,19,NAAYAGI,9630.0,83
10759,2016,9,19,NIRMALA CONVENT,4340.0,38
10760,2016,9,19,OOZHAM,5400.0,45
10761,2016,9,19,OPPAM,12990.0,111
10762,2016,9,19,PELLI CHUPULU,10450.0,88
10763,2016,9,19,PETE S DRAGON,6720.0,56
10764,2016,9,19,PINK,70050.0,592
10765,2016,9,19,RAAZ REBOOT,19040.0,166
10766,2016,9,19,ROBINSON CRUSOE,17930.0,154
10767,2016,9,19,SATHURAM 2,4460.0,39
10768,2016,9,19,SULLY,23930.0,204
10769,2016,9,19,SURYAKANTHI,240.0,2
10770,2016,9,19,UCHATHULA SHIVA,370.0,4
10771,2016,9,20,BAAR BAAR DEKHO,7680.0,64
10772,2016,9,20,DONT BREATHE,41180.0,345
10773,2016,9,20,FREAKY ALI,6490.0,55
10774,2016,9,20,HAPPY BHAG JAYEGI,9760.0,85
10775,2016,9,20,ICE AGE COLLISION COURSE,10440.0,87
10776,2016,9,20,IRUMUGAN,92500.0,791
10777,2016,9,20,JO ACHYUTHANANDA,8820.0,79
10778,2016,9,20,JOKER,8080.0,71
10779,2016,9,20,KABALI,5520.0,46
10780,2016,9,20,KIDAARI,11760.0,98
10781,2016,9,20,MEENDUM ORU KADHAL KADHAI,24840.0,218
10782,2016,9,20,NAAYAGI,8560.0,75
10783,2016,9,20,NIRMALA CONVENT,2770.0,24
10784,2016,9,20,OOZHAM,4810.0,41
10785,2016,9,20,OPPAM,12280.0,106
10786,2016,9,20,PELLI CHUPULU,9490.0,80
10787,2016,9,20,PETE S DRAGON,4560.0,38
10788,2016,9,20,PINK,66160.0,566
10789,2016,9,20,RAAZ REBOOT,19800.0,176
10790,2016,9,20,ROBINSON CRUSOE,17880.0,149
10791,2016,9,20,SATHURAM 2,5910.0,52
10792,2016,9,20,SULLY,23680.0,201
10793,2016,9,21,BAAR BAAR DEKHO,11780.0,100
10794,2016,9,21,DONT BREATHE,39250.0,328
10795,2016,9,21,FREAKY ALI,6870.0,60
10796,2016,9,21,HAPPY BHAG JAYEGI,6520.0,58
10797,2016,9,21,ICE AGE COLLISION COURSE,10320.0,86
10798,2016,9,21,IRUMUGAN,104120.0,897
10799,2016,9,21,JO ACHYUTHANANDA,8540.0,73
10800,2016,9,21,JOKER,10570.0,89
10801,2016,9,21,KABALI,8290.0,70
10802,2016,9,21,KIDAARI,11990.0,110
10803,2016,9,21,MEENDUM ORU KADHAL KADHAI,24970.0,220
10804,2016,9,21,NAAYAGI,5450.0,50
10805,2016,9,21,NIRMALA CONVENT,2780.0,25
10806,2016,9,21,OOZHAM,7110.0,62
10807,2016,9,21,OPPAM,11800.0,102
10808,2016,9,21,PELLI CHUPULU,9520.0,83
10809,2016,9,21,PETE S DRAGON,4800.0,40
10810,2016,9,21,PINK,71490.0,615
10811,2016,9,21,RAAZ REBOOT,18530.0,159
10812,2016,9,21,ROBINSON CRUSOE,16560.0,138
10813,2016,9,21,SATHURAM 2,3960.0,33
10814,2016,9,21,SULLY,23580.0,202
10815,2016,9,21,UCHATHULA SHIVA,120.0,1
10816,2016,9,22,BLIND DATE,4680.0,39
10817,2016,9,22,DONT BREATHE,23400.0,195
10818,2016,9,22,FREAKY ALI,8780.0,75
10819,2016,9,22,HAPPY BHAG JAYEGI,8180.0,70
10820,2016,9,22,ICE AGE COLLISION COURSE,12600.0,105
10821,2016,9,22,IRUMUGAN,81690.0,689
10822,2016,9,22,KABALI,7940.0,68
10823,2016,9,22,KIDAARI,7440.0,62
10824,2016,9,22,MEENDUM ORU KADHAL KADHAI,12140.0,103
10825,2016,9,22,NAAYAGI,6510.0,57
10826,2016,9,22,OPPAM,25490.0,217
10827,2016,9,22,PELLI CHUPULU,8780.0,75
10828,2016,9,22,PINK,47080.0,396
10829,2016,9,22,RAAZ REBOOT,10280.0,93
10830,2016,9,22,ROBINSON CRUSOE,8310.0,72
10831,2016,9,22,SULLY,19810.0,166
10832,2016,9,22,THODARI,171040.0,1528
10833,2016,9,23,AANDAVAN KATTALAI,57540.0,507
10834,2016,9,23,BANJO,23680.0,212
10835,2016,9,23,DAYS OF TAFREE,11880.0,99
10836,2016,9,23,DONT BREATHE,11770.0,99
10837,2016,9,23,HAPPY BHAG JAYEGI,11930.0,104
10838,2016,9,23,HOWL,11930.0,104
10839,2016,9,23,ICE AGE COLLISION COURSE,11880.0,99
10840,2016,9,23,IRUMUGAN,74310.0,633
10841,2016,9,23,KABALI,7080.0,59
10842,2016,9,23,KIDAARI,8640.0,72
10843,2016,9,23,MAJNU,23630.0,207
10844,2016,9,23,MEENDUM ORU KADHAL KADHAI,12720.0,106
10845,2016,9,23,OPPAM,13000.0,112
10846,2016,9,23,ORU MUTHASSI GADHA,12840.0,107
10847,2016,9,23,PINK,58590.0,491
10848,2016,9,23,STORKS,25440.0,212
10849,2016,9,23,SULLY,40970.0,346
10850,2016,9,23,THE MAGNIFICENT SEVEN,45370.0,379
10851,2016,9,23,THODARI,57720.0,525
10852,2016,9,23,WAH TAJ,4210.0,36
10853,2016,9,24,AANDAVAN KATTALAI,84690.0,758
10854,2016,9,24,BANJO,23860.0,208
10855,2016,9,24,DAYS OF TAFREE,11640.0,97
10856,2016,9,24,DONT BREATHE,11900.0,101
10857,2016,9,24,HAPPY BHAG JAYEGI,11940.0,105
10858,2016,9,24,HOWL,11950.0,106
10859,2016,9,24,ICE AGE COLLISION COURSE,13320.0,111
10860,2016,9,24,IRUMUGAN,91170.0,779
10861,2016,9,24,KABALI,12730.0,107
10862,2016,9,24,KIDAARI,12420.0,109
10863,2016,9,24,MAJNU,34710.0,292
10864,2016,9,24,MEENDUM ORU KADHAL KADHAI,12840.0,107
10865,2016,9,24,OPPAM,22700.0,191
10866,2016,9,24,ORU MUTHASSI GADHA,12970.0,109
10867,2016,9,24,PINK,66970.0,559
10868,2016,9,24,STORKS,38760.0,323
10869,2016,9,24,SULLY,52930.0,442
10870,2016,9,24,THE MAGNIFICENT SEVEN,53180.0,445
10871,2016,9,24,THODARI,76640.0,690
10872,2016,9,24,WAH TAJ,7800.0,65
10873,2016,9,25,AANDAVAN KATTALAI,91220.0,806
10874,2016,9,25,BANJO,23830.0,205
10875,2016,9,25,DAYS OF TAFREE,11760.0,98
10876,2016,9,25,DONT BREATHE,11900.0,101
10877,2016,9,25,HAPPY BHAG JAYEGI,11400.0,95
10878,2016,9,25,HOWL,11950.0,106
10879,2016,9,25,ICE AGE COLLISION COURSE,12720.0,106
10880,2016,9,25,IRUMUGAN,90770.0,774
10881,2016,9,25,KABALI,12370.0,104
10882,2016,9,25,KIDAARI,11930.0,104
10883,2016,9,25,MAJNU,36620.0,307
10884,2016,9,25,MEENDUM ORU KADHAL KADHAI,12960.0,108
10885,2016,9,25,OPPAM,24910.0,214
10886,2016,9,25,ORU MUTHASSI GADHA,11520.0,96
10887,2016,9,25,PINK,67050.0,567
10888,2016,9,25,STORKS,38910.0,327
10889,2016,9,25,SULLY,57450.0,487
10890,2016,9,25,THE MAGNIFICENT SEVEN,55830.0,468
10891,2016,9,25,THODARI,85800.0,748
10892,2016,9,25,WAH TAJ,5220.0,49
10893,2016,9,26,AANDAVAN KATTALAI,57610.0,514
10894,2016,9,26,BANJO,14450.0,136
10895,2016,9,26,DAYS OF TAFREE,9010.0,76
10896,2016,9,26,DONT BREATHE,11880.0,99
10897,2016,9,26,HAPPY BHAG JAYEGI,6840.0,57
10898,2016,9,26,HOWL,11900.0,101
10899,2016,9,26,ICE AGE COLLISION COURSE,12000.0,100
10900,2016,9,26,IRUMUGAN,75040.0,640
10901,2016,9,26,KABALI,6860.0,59
10902,2016,9,26,KIDAARI,8770.0,74
10903,2016,9,26,MAJNU,16830.0,143
10904,2016,9,26,MEENDUM ORU KADHAL KADHAI,12720.0,106
10905,2016,9,26,OPPAM,12990.0,111
10906,2016,9,26,ORU MUTHASSI GADHA,5280.0,44
10907,2016,9,26,PINK,59310.0,502
10908,2016,9,26,STORKS,25810.0,216
10909,2016,9,26,SULLY,30640.0,259
10910,2016,9,26,THE MAGNIFICENT SEVEN,34880.0,298
10911,2016,9,26,THODARI,52920.0,474
10912,2016,9,26,WAH TAJ,1350.0,14
10913,2016,9,27,AANDAVAN KATTALAI,57630.0,516
10914,2016,9,27,BANJO,15000.0,136
10915,2016,9,27,DAYS OF TAFREE,11910.0,102
10916,2016,9,27,DONT BREATHE,11890.0,100
10917,2016,9,27,HAPPY BHAG JAYEGI,8040.0,67
10918,2016,9,27,HOWL,11890.0,100
10919,2016,9,27,ICE AGE COLLISION COURSE,12860.0,109
10920,2016,9,27,IRUMUGAN,74600.0,640
10921,2016,9,27,KABALI,6260.0,54
10922,2016,9,27,KIDAARI,9310.0,84
10923,2016,9,27,MAJNU,12280.0,106
10924,2016,9,27,MEENDUM ORU KADHAL KADHAI,12960.0,108
10925,2016,9,27,OPPAM,21510.0,182
10926,2016,9,27,ORU MUTHASSI GADHA,6360.0,53
10927,2016,9,27,PINK,61730.0,519
10928,2016,9,27,STORKS,25920.0,216
10929,2016,9,27,SULLY,30670.0,262
10930,2016,9,27,THE MAGNIFICENT SEVEN,35940.0,305
10931,2016,9,27,THODARI,39230.0,359
10932,2016,9,27,WAH TAJ,360.0,3
10933,2016,9,28,AANDAVAN KATTALAI,57570.0,510
10934,2016,9,28,BANJO,13940.0,118
10935,2016,9,28,DAYS OF TAFREE,11790.0,101
10936,2016,9,28,DONT BREATHE,11900.0,101
10937,2016,9,28,HAPPY BHAG JAYEGI,8640.0,72
10938,2016,9,28,HOWL,11880.0,99
10939,2016,9,28,ICE AGE COLLISION COURSE,12240.0,102
10940,2016,9,28,IRUMUGAN,67780.0,574
10941,2016,9,28,KABALI,8760.0,73
10942,2016,9,28,KIDAARI,10380.0,92
10943,2016,9,28,MAJNU,15030.0,128
10944,2016,9,28,MEENDUM ORU KADHAL KADHAI,12970.0,109
10945,2016,9,28,OPPAM,11050.0,93
10946,2016,9,28,ORU MUTHASSI GADHA,6480.0,54
10947,2016,9,28,PARCHED,13060.0,118
10948,2016,9,28,PINK,57370.0,479
10949,2016,9,28,STORKS,25920.0,216
10950,2016,9,28,SULLY,32890.0,277
10951,2016,9,28,THE MAGNIFICENT SEVEN,29320.0,248
10952,2016,9,28,THODARI,37460.0,325
10953,2016,9,29,AANDAVAN KATTALAI,57510.0,504
10954,2016,9,29,BANJO,21750.0,184
10955,2016,9,29,BLIND DATE,2880.0,24
10956,2016,9,29,DAYS OF TAFREE,10800.0,90
10957,2016,9,29,DONT BREATHE,11640.0,97
10958,2016,9,29,HAPPY BHAG JAYEGI,11160.0,93
10959,2016,9,29,HOWL,11940.0,105
10960,2016,9,29,IRUMUGAN,67740.0,570
10961,2016,9,29,KABALI,7320.0,61
10962,2016,9,29,KIDAARI,11910.0,102
10963,2016,9,29,MAJNU,15630.0,133
10964,2016,9,29,MEENDUM ORU KADHAL KADHAI,12860.0,109
10965,2016,9,29,OPPAM,25930.0,217
10966,2016,9,29,ORU MUTHASSI GADHA,5650.0,48
10967,2016,9,29,PINK,77900.0,651
10968,2016,9,29,STORKS,25800.0,215
10969,2016,9,29,SULLY,34930.0,303
10970,2016,9,29,THE MAGNIFICENT SEVEN,32350.0,276
10971,2016,9,29,THODARI,36290.0,318
10972,2016,9,30,AANDAVAN KATTALAI,88180.0,755
10973,2016,9,30,DONT BREATHE,12980.0,110
10974,2016,9,30,HOWL,11780.0,100
10975,2016,9,30,HYPER,22750.0,196
10976,2016,9,30,ICE AGE COLLISION COURSE,12480.0,104
10977,2016,9,30,IRUMUGAN,43130.0,364
10978,2016,9,30,KABALI,9000.0,75
10979,2016,9,30,KALLATTAM,23260.0,203
10980,2016,9,30,MAJNU,9120.0,76
10981,2016,9,30,MEENDUM ORU KADHAL KADHAI,12960.0,108
10982,2016,9,30,MS DHONI THE UNTOLD STORY,125860.0,1124
10983,2016,9,30,OPPAM,12840.0,107
10984,2016,9,30,PINK,45390.0,381
10985,2016,9,30,STORKS,25560.0,213
10986,2016,9,30,SULLY,11880.0,99
10987,2016,9,30,THE MAGNIFICENT SEVEN,13020.0,114
10988,2016,9,30,THODARI,52240.0,450
10989,2016,10,1,AANDAVAN KATTALAI,101830.0,877
10990,2016,10,1,DONT BREATHE,12960.0,108
10991,2016,10,1,HOWL,11880.0,99
10992,2016,10,1,HYPER,30930.0,266
10993,2016,10,1,ICE AGE COLLISION COURSE,12720.0,106
10994,2016,10,1,IRUMUGAN,56830.0,480
10995,2016,10,1,KABALI,12840.0,107
10996,2016,10,1,KALLATTAM,23890.0,211
10997,2016,10,1,MAJNU,11910.0,102
10998,2016,10,1,MEENDUM ORU KADHAL KADHAI,12960.0,108
10999,2016,10,1,MS DHONI THE UNTOLD STORY,183310.0,1600
11000,2016,10,1,OPPAM,19080.0,159
11001,2016,10,1,PINK,45030.0,381
11002,2016,10,1,RICKSHAWKARAN,1370.0,16
11003,2016,10,1,STORKS,38760.0,323
11004,2016,10,1,SULLY,11890.0,100
11005,2016,10,1,THE MAGNIFICENT SEVEN,12730.0,107
11006,2016,10,1,THODARI,57390.0,492
11007,2016,10,2,AANDAVAN KATTALAI,110710.0,940
11008,2016,10,2,DONT BREATHE,12720.0,106
11009,2016,10,2,HOWL,11890.0,100
11010,2016,10,2,HYPER,35100.0,298
11011,2016,10,2,ICE AGE COLLISION COURSE,12960.0,108
11012,2016,10,2,IRUMUGAN,57280.0,481
11013,2016,10,2,KABALI,12960.0,108
11014,2016,10,2,KALLATTAM,23850.0,207
11015,2016,10,2,MAJNU,11540.0,98
11016,2016,10,2,MEENDUM ORU KADHAL KADHAI,12970.0,109
11017,2016,10,2,MS DHONI THE UNTOLD STORY,182950.0,1564
11018,2016,10,2,OPPAM,24030.0,203
11019,2016,10,2,PINK,45370.0,379
11020,2016,10,2,RICKSHAWKARAN,1980.0,22
11021,2016,10,2,STORKS,37920.0,316
11022,2016,10,2,SULLY,11910.0,102
11023,2016,10,2,THE MAGNIFICENT SEVEN,12770.0,111
11024,2016,10,2,THODARI,57220.0,486
11025,2016,10,3,AANDAVAN KATTALAI,78190.0,669
11026,2016,10,3,DONT BREATHE,11400.0,95
11027,2016,10,3,HOWL,9960.0,83
11028,2016,10,3,HYPER,10600.0,92
11029,2016,10,3,ICE AGE COLLISION COURSE,12360.0,103
11030,2016,10,3,IRUMUGAN,34090.0,285
11031,2016,10,3,KABALI,3720.0,31
11032,2016,10,3,KALLATTAM,10160.0,92
11033,2016,10,3,MAJNU,5900.0,51
11034,2016,10,3,MEENDUM ORU KADHAL KADHAI,12480.0,104
11035,2016,10,3,MS DHONI THE UNTOLD STORY,124580.0,1073
11036,2016,10,3,OPPAM,8190.0,71
11037,2016,10,3,PINK,44650.0,373
11038,2016,10,3,STORKS,25440.0,212
11039,2016,10,3,SULLY,10800.0,90
11040,2016,10,3,THE MAGNIFICENT SEVEN,12490.0,105
11041,2016,10,3,THODARI,33390.0,292
11042,2016,10,4,AANDAVAN KATTALAI,77250.0,663
11043,2016,10,4,DONT BREATHE,12870.0,110
11044,2016,10,4,HOWL,10580.0,90
11045,2016,10,4,HYPER,11390.0,105
11046,2016,10,4,ICE AGE COLLISION COURSE,12360.0,103
11047,2016,10,4,IRUMUGAN,38330.0,324
11048,2016,10,4,KABALI,3480.0,29
11049,2016,10,4,KALLATTAM,10590.0,91
11050,2016,10,4,MAJNU,10590.0,91
11051,2016,10,4,MEENDUM ORU KADHAL KADHAI,12730.0,107
11052,2016,10,4,MS DHONI THE UNTOLD STORY,122240.0,1048
11053,2016,10,4,OPPAM,9840.0,82
11054,2016,10,4,PINK,42520.0,358
11055,2016,10,4,STORKS,25570.0,214
11056,2016,10,4,SULLY,10690.0,90
11057,2016,10,4,THE MAGNIFICENT SEVEN,12000.0,100
11058,2016,10,4,THODARI,32340.0,275
11059,2016,10,5,AANDAVAN KATTALAI,66520.0,569
11060,2016,10,5,DONT BREATHE,10320.0,86
11061,2016,10,5,HOWL,10710.0,92
11062,2016,10,5,HYPER,10330.0,87
11063,2016,10,5,ICE AGE COLLISION COURSE,12120.0,101
11064,2016,10,5,IRUMUGAN,32820.0,279
11065,2016,10,5,KABALI,2400.0,20
11066,2016,10,5,KALLATTAM,10840.0,94
11067,2016,10,5,MAJNU,6030.0,53
11068,2016,10,5,MEENDUM ORU KADHAL KADHAI,12850.0,108
11069,2016,10,5,MS DHONI THE UNTOLD STORY,114840.0,969
11070,2016,10,5,OPPAM,12740.0,108
11071,2016,10,5,PINK,43380.0,367
11072,2016,10,5,STORKS,24720.0,206
11073,2016,10,5,SULLY,10080.0,84
11074,2016,10,5,THE MAGNIFICENT SEVEN,11400.0,95
11075,2016,10,5,THODARI,28010.0,249
11076,2016,10,6,AANDAVAN KATTALAI,63550.0,547
11077,2016,10,6,BLIND DATE,11640.0,97
11078,2016,10,6,DONT BREATHE,12250.0,103
11079,2016,10,6,HOWL,11790.0,101
11080,2016,10,6,HYPER,10140.0,90
11081,2016,10,6,IRUMUGAN,28360.0,240
11082,2016,10,6,KABALI,5890.0,50
11083,2016,10,6,KALLATTAM,6190.0,58
11084,2016,10,6,MAJNU,9020.0,77
11085,2016,10,6,MEENDUM ORU KADHAL KADHAI,12960.0,108
11086,2016,10,6,MS DHONI THE UNTOLD STORY,114920.0,987
11087,2016,10,6,OPPAM,12990.0,111
11088,2016,10,6,PINK,43120.0,363
11089,2016,10,6,STORKS,25450.0,213
11090,2016,10,6,SULLY,10560.0,88
11091,2016,10,6,THE MAGNIFICENT SEVEN,12960.0,108
11092,2016,10,6,THODARI,34070.0,294
11093,2016,10,7,AANDAVAN KATTALAI,23860.0,208
11094,2016,10,7,DEVI,79230.0,696
11095,2016,10,7,ICE AGE COLLISION COURSE,11040.0,92
11096,2016,10,7,IRUMUGAN,10680.0,89
11097,2016,10,7,KABALI,7080.0,59
11098,2016,10,7,MEENDUM ORU KADHAL KADHAI,11400.0,95
11099,2016,10,7,MIRZYA,34140.0,290
11100,2016,10,7,MISS PEREGRINES HOME FOR PECULIAR CHILDREN,11540.0,98
11101,2016,10,7,MS DHONI THE UNTOLD STORY,37600.0,317
11102,2016,10,7,PINK,11880.0,99
11103,2016,10,7,PREMAM,11450.0,100
11104,2016,10,7,PULIMURUGAN,11910.0,102
11105,2016,10,7,QUEEN OF KATWE,11400.0,95
11106,2016,10,7,REKKA,79490.0,700
