,Year,Month,Date,film_strtitle,total_amount,total_tickets
5222,2015,12,13,VEDALAM,24790.0,213
5223,2015,12,14,144,7350.0,64
5224,2015,12,14,ANGRY INDIAN GODDESSES,12720.0,106
5225,2015,12,14,BENGAL TIGER,12150.0,110
5226,2015,12,14,CREED,11880.0,99
5227,2015,12,14,EETTI,51500.0,453
5228,2015,12,14,HATE STORY 3,18340.0,162
5229,2015,12,14,HOTEL TRANSYLVANIA 2,7320.0,61
5230,2015,12,14,IN THE HEART OF THE SEA,31390.0,268
5231,2015,12,14,INJI IDUPAZHAGI,23400.0,195
5232,2015,12,14,NAANUM ROWDYDHAAN,11770.0,99
5233,2015,12,14,PREMAM,10100.0,86
5234,2015,12,14,SNOOPY AND CHARLIE BROWN THE PEANUTS MOVIE,9240.0,77
5235,2015,12,14,SPECTRE,12010.0,101
5236,2015,12,14,TAMASHA,27740.0,233
5237,2015,12,14,THE GOOD DINOSAUR,33960.0,283
5238,2015,12,14,THIRUTTU RAIL,3010.0,26
5239,2015,12,14,THOONGAAVANAM,11770.0,99
5240,2015,12,14,UPPU KARUVADU,11170.0,94
5241,2015,12,14,URUMEEN,16440.0,137
5242,2015,12,14,VEDALAM,13740.0,120
5243,2015,12,15,144,9160.0,80
5244,2015,12,15,ANGRY INDIAN GODDESSES,12840.0,107
5245,2015,12,15,BENGAL TIGER,13500.0,118
5246,2015,12,15,CREED,11520.0,96
5247,2015,12,15,EETTI,49680.0,436
5248,2015,12,15,HATE STORY 3,20820.0,179
5249,2015,12,15,HOTEL TRANSYLVANIA 2,8640.0,72
5250,2015,12,15,IN THE HEART OF THE SEA,32780.0,275
5251,2015,12,15,INJI IDUPAZHAGI,27720.0,231
5252,2015,12,15,NAANUM ROWDYDHAAN,11400.0,95
5253,2015,12,15,PREMAM,11880.0,99
5254,2015,12,15,SNOOPY AND CHARLIE BROWN THE PEANUTS MOVIE,15120.0,126
5255,2015,12,15,SPECTRE,20880.0,174
5256,2015,12,15,TAMASHA,35540.0,301
5257,2015,12,15,THE GOOD DINOSAUR,38110.0,324
5258,2015,12,15,THIRUTTU RAIL,3020.0,27
5259,2015,12,15,THOONGAAVANAM,12720.0,106
5260,2015,12,15,UPPU KARUVADU,11160.0,93
5261,2015,12,15,URUMEEN,19390.0,168
5262,2015,12,15,VEDALAM,18650.0,160
5263,2015,12,16,144,9730.0,82
5264,2015,12,16,ANGRY INDIAN GODDESSES,13920.0,117
5265,2015,12,16,BENGAL TIGER,12030.0,103
5266,2015,12,16,CREED,11520.0,96
5267,2015,12,16,EETTI,42270.0,377
5268,2015,12,16,HATE STORY 3,18320.0,160
5269,2015,12,16,HOTEL TRANSYLVANIA 2,8760.0,73
5270,2015,12,16,IN THE HEART OF THE SEA,27240.0,227
5271,2015,12,16,INJI IDUPAZHAGI,18840.0,157
5272,2015,12,16,NAANUM ROWDYDHAAN,11790.0,101
5273,2015,12,16,PREMAM,11040.0,92
5274,2015,12,16,SNOOPY AND CHARLIE BROWN THE PEANUTS MOVIE,21480.0,179
5275,2015,12,16,SPECTRE,15960.0,133
5276,2015,12,16,TAMASHA,21370.0,179
5277,2015,12,16,THE GOOD DINOSAUR,47310.0,397
5278,2015,12,16,THOONGAAVANAM,12630.0,108
5279,2015,12,16,UPPU KARUVADU,8040.0,67
5280,2015,12,16,URUMEEN,12490.0,116
5281,2015,12,16,VEDALAM,17560.0,150
5282,2015,12,17,144,10080.0,84
5283,2015,12,17,ANGRY INDIAN GODDESSES,13200.0,110
5284,2015,12,17,BENGAL TIGER,360.0,3
5285,2015,12,17,BLIND DATE,1800.0,15
5286,2015,12,17,CREED,11930.0,104
5287,2015,12,17,EETTI,47080.0,418
5288,2015,12,17,HATE STORY 3,18660.0,161
5289,2015,12,17,HOTEL TRANSYLVANIA 2,9720.0,81
5290,2015,12,17,IN THE HEART OF THE SEA,28340.0,238
5291,2015,12,17,INJI IDUPAZHAGI,22080.0,184
5292,2015,12,17,LOFAR,19300.0,170
5293,2015,12,17,NAANUM ROWDYDHAAN,12960.0,108
5294,2015,12,17,PREMAM,10570.0,89
5295,2015,12,17,SNOOPY AND CHARLIE BROWN THE PEANUTS MOVIE,16920.0,141
5296,2015,12,17,SPECTRE,19330.0,162
5297,2015,12,17,TAMASHA,43340.0,363
5298,2015,12,17,THE GOOD DINOSAUR,40810.0,341
5299,2015,12,17,THIRUTTU RAIL,120.0,1
5300,2015,12,17,THOONGAAVANAM,12960.0,108
5301,2015,12,17,UPPU KARUVADU,9370.0,79
5302,2015,12,17,URUMEEN,12610.0,106
5303,2015,12,17,VEDALAM,13920.0,116
5304,2015,12,18,ANGRY INDIAN GODDESSES,11760.0,98
5305,2015,12,18,BAJIRAO MASTANI,115890.0,974
5306,2015,12,18,CREED,11640.0,97
5307,2015,12,18,DILWALE,117070.0,1004
5308,2015,12,18,EETTI,35720.0,305
5309,2015,12,18,IN THE HEART OF THE SEA,11880.0,99
5310,2015,12,18,INJI IDUPAZHAGI,11880.0,99
5311,2015,12,18,LOFAR,10230.0,88
5312,2015,12,18,PREMAM,11640.0,97
5313,2015,12,18,TAMASHA,11400.0,95
5314,2015,12,18,THANGAMAGAN,198700.0,1753
5315,2015,12,18,THE GOOD DINOSAUR,11640.0,97
5316,2015,12,19,ANGRY INDIAN GODDESSES,11900.0,101
5317,2015,12,19,BAJIRAO MASTANI,128990.0,1096
5318,2015,12,19,CREED,11920.0,103
5319,2015,12,19,DILWALE,172970.0,1501
5320,2015,12,19,EETTI,35280.0,305
5321,2015,12,19,IN THE HEART OF THE SEA,11880.0,99
5322,2015,12,19,INJI IDUPAZHAGI,11900.0,101
5323,2015,12,19,LOFAR,11910.0,102
5324,2015,12,19,PREMAM,11460.0,101
5325,2015,12,19,TAMASHA,11880.0,99
5326,2015,12,19,THANGAMAGAN,269880.0,2359
5327,2015,12,19,THE GOOD DINOSAUR,11650.0,98
5328,2015,12,20,ANGRY INDIAN GODDESSES,11780.0,100
5329,2015,12,20,BAJIRAO MASTANI,129780.0,1098
5330,2015,12,20,CREED,11880.0,99
5331,2015,12,20,DILWALE,176040.0,1544
5332,2015,12,20,EETTI,35820.0,315
5333,2015,12,20,IN THE HEART OF THE SEA,11890.0,100
5334,2015,12,20,INJI IDUPAZHAGI,11910.0,102
5335,2015,12,20,LOFAR,11940.0,105
5336,2015,12,20,PREMAM,11950.0,106
5337,2015,12,20,TAMASHA,11880.0,99
5338,2015,12,20,THANGAMAGAN,269220.0,2348
5339,2015,12,20,THE GOOD DINOSAUR,11880.0,99
5340,2015,12,21,ANGRY INDIAN GODDESSES,10930.0,92
5341,2015,12,21,BAJIRAO MASTANI,111480.0,940
5342,2015,12,21,CREED,11160.0,93
5343,2015,12,21,DILWALE,116990.0,1007
5344,2015,12,21,EETTI,34410.0,295
5345,2015,12,21,IN THE HEART OF THE SEA,11880.0,99
5346,2015,12,21,INJI IDUPAZHAGI,9240.0,77
5347,2015,12,21,LOFAR,5920.0,53
5348,2015,12,21,PREMAM,11660.0,99
5349,2015,12,21,TAMASHA,8400.0,70
5350,2015,12,21,THANGAMAGAN,175990.0,1495
5351,2015,12,21,THE GOOD DINOSAUR,11880.0,99
5352,2015,12,22,ANGRY INDIAN GODDESSES,12000.0,100
5353,2015,12,22,BAJIRAO MASTANI,109320.0,933
5354,2015,12,22,CREED,11770.0,99
5355,2015,12,22,DILWALE,114940.0,978
5356,2015,12,22,EETTI,34200.0,296
5357,2015,12,22,IN THE HEART OF THE SEA,11770.0,99
5358,2015,12,22,INJI IDUPAZHAGI,11050.0,93
5359,2015,12,22,LOFAR,9770.0,86
5360,2015,12,22,PREMAM,22110.0,187
5361,2015,12,22,TAMASHA,11040.0,92
5362,2015,12,22,THANGAMAGAN,152460.0,1298
5363,2015,12,22,THE GOOD DINOSAUR,11880.0,99
5364,2015,12,23,ANGRY INDIAN GODDESSES,11900.0,101
5365,2015,12,23,BAJIRAO MASTANI,115210.0,972
5366,2015,12,23,CREED,11880.0,99
5367,2015,12,23,DILWALE,116240.0,998
5368,2015,12,23,EETTI,34830.0,315
5369,2015,12,23,IN THE HEART OF THE SEA,11880.0,99
5370,2015,12,23,INJI IDUPAZHAGI,11890.0,100
5371,2015,12,23,LOFAR,11200.0,97
5372,2015,12,23,PREMAM,21880.0,186
5373,2015,12,23,TAMASHA,11880.0,99
5374,2015,12,23,THANGAMAGAN,160170.0,1365
5375,2015,12,23,THE GOOD DINOSAUR,11670.0,100
5376,2015,12,24,BAJIRAO MASTANI,68690.0,577
5377,2015,12,24,BHOOLOHAM,124610.0,1120
5378,2015,12,24,BLIND DATE,6360.0,53
5379,2015,12,24,CREED,11760.0,98
5380,2015,12,24,DILWALE,66520.0,558
5381,2015,12,24,EETTI,39030.0,328
5382,2015,12,24,IN THE HEART OF THE SEA,16440.0,137
5383,2015,12,24,MAMA MANCHU ALLUDU KANCHU,840.0,7
5384,2015,12,24,PASANGA 2,60400.0,529
5385,2015,12,24,PREMAM,15010.0,126
5386,2015,12,24,SOWKHYAM,11180.0,95
5387,2015,12,24,STAR WARS THE FORCE AWAKENS,58350.0,489
5388,2015,12,24,THANGAMAGAN,109550.0,923
5389,2015,12,24,THE GOOD DINOSAUR,23180.0,195
5390,2015,12,24,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,12630.0,108
5391,2015,12,25,BAJIRAO MASTANI,58210.0,497
5392,2015,12,25,BHALE MANCHI ROJU,11200.0,97
5393,2015,12,25,BHOOLOHAM,103980.0,927
5394,2015,12,25,CHARLIE,23840.0,206
5395,2015,12,25,CREED,11400.0,95
5396,2015,12,25,DILWALE,69990.0,597
5397,2015,12,25,EETTI,20840.0,181
5398,2015,12,25,IN THE HEART OF THE SEA,14640.0,122
5399,2015,12,25,MAMA MANCHU ALLUDU KANCHU,11650.0,98
5400,2015,12,25,PASANGA 2,47690.0,424
5401,2015,12,25,PREMAM,11570.0,101
5402,2015,12,25,SOWKHYAM,15560.0,137
5403,2015,12,25,STAR WARS THE FORCE AWAKENS,113530.0,958
5404,2015,12,25,THANGAMAGAN,123950.0,1054
5405,2015,12,25,THE GOOD DINOSAUR,11900.0,101
5406,2015,12,25,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,12990.0,111
5407,2015,12,26,BAJIRAO MASTANI,58210.0,497
5408,2015,12,26,BHALE MANCHI ROJU,11360.0,102
5409,2015,12,26,BHOOLOHAM,104860.0,960
5410,2015,12,26,CHARLIE,23900.0,212
5411,2015,12,26,CREED,11640.0,97
5412,2015,12,26,DILWALE,69980.0,607
5413,2015,12,26,EETTI,21880.0,186
5414,2015,12,26,IN THE HEART OF THE SEA,16220.0,137
5415,2015,12,26,MAMA MANCHU ALLUDU KANCHU,11520.0,96
5416,2015,12,26,PASANGA 2,48470.0,447
5417,2015,12,26,PREMAM,11560.0,100
5418,2015,12,26,SOWKHYAM,13910.0,126
5419,2015,12,26,STAR WARS THE FORCE AWAKENS,112110.0,948
5420,2015,12,26,THANGAMAGAN,123620.0,1043
5421,2015,12,26,THE GOOD DINOSAUR,11880.0,99
5422,2015,12,26,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,13030.0,115
5423,2015,12,27,BAJIRAO MASTANI,58560.0,510
5424,2015,12,27,BHALE MANCHI ROJU,12400.0,107
5425,2015,12,27,BHOOLOHAM,103060.0,912
5426,2015,12,27,CHARLIE,23730.0,206
5427,2015,12,27,CREED,11890.0,100
5428,2015,12,27,DILWALE,71770.0,621
5429,2015,12,27,EETTI,22120.0,188
5430,2015,12,27,IN THE HEART OF THE SEA,18960.0,158
5431,2015,12,27,MAMA MANCHU ALLUDU KANCHU,10590.0,91
5432,2015,12,27,PASANGA 2,48350.0,424
5433,2015,12,27,PREMAM,11910.0,102
5434,2015,12,27,SOWKHYAM,14500.0,130
5435,2015,12,27,STAR WARS THE FORCE AWAKENS,108130.0,913
5436,2015,12,27,THANGAMAGAN,123410.0,1055
5437,2015,12,27,THE GOOD DINOSAUR,11650.0,98
5438,2015,12,27,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,13030.0,115
5439,2015,12,28,BAJIRAO MASTANI,58320.0,497
5440,2015,12,28,BHALE MANCHI ROJU,10480.0,91
5441,2015,12,28,BHOOLOHAM,72340.0,645
5442,2015,12,28,CHARLIE,11930.0,104
5443,2015,12,28,CREED,11280.0,94
5444,2015,12,28,DILWALE,59040.0,503
5445,2015,12,28,EETTI,11930.0,104
5446,2015,12,28,IN THE HEART OF THE SEA,11880.0,99
5447,2015,12,28,MAMA MANCHU ALLUDU KANCHU,4230.0,38
5448,2015,12,28,PASANGA 2,47530.0,419
5449,2015,12,28,PREMAM,11660.0,99
5450,2015,12,28,SOWKHYAM,6010.0,51
5451,2015,12,28,STAR WARS THE FORCE AWAKENS,84150.0,704
5452,2015,12,28,THANGAMAGAN,79750.0,671
5453,2015,12,28,THE GOOD DINOSAUR,11890.0,100
5454,2015,12,28,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,10100.0,86
5455,2015,12,29,BAJIRAO MASTANI,58240.0,489
5456,2015,12,29,BHALE MANCHI ROJU,11190.0,96
5457,2015,12,29,BHOOLOHAM,71310.0,630
5458,2015,12,29,CHARLIE,11930.0,104
5459,2015,12,29,CREED,11520.0,96
5460,2015,12,29,DILWALE,59480.0,503
5461,2015,12,29,EETTI,15790.0,138
5462,2015,12,29,IN THE HEART OF THE SEA,11890.0,100
5463,2015,12,29,MAMA MANCHU ALLUDU KANCHU,720.0,6
5464,2015,12,29,PASANGA 2,47000.0,421
5465,2015,12,29,PREMAM,11520.0,96
5466,2015,12,29,SOWKHYAM,3030.0,35
5467,2015,12,29,STAR WARS THE FORCE AWAKENS,75620.0,632
5468,2015,12,29,THANGAMAGAN,76220.0,648
5469,2015,12,29,THE GOOD DINOSAUR,11730.0,106
5470,2015,12,29,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,11320.0,98
5471,2015,12,30,BAJIRAO MASTANI,57910.0,490
5472,2015,12,30,BHALE MANCHI ROJU,6520.0,58
5473,2015,12,30,BHOOLOHAM,71970.0,630
5474,2015,12,30,CHARLIE,11900.0,101
5475,2015,12,30,CREED,9140.0,78
5476,2015,12,30,DILWALE,58600.0,503
5477,2015,12,30,EETTI,11240.0,101
5478,2015,12,30,IN THE HEART OF THE SEA,11880.0,99
5479,2015,12,30,MAMA MANCHU ALLUDU KANCHU,4320.0,36
5480,2015,12,30,PASANGA 2,46710.0,414
5481,2015,12,30,PREMAM,11650.0,98
5482,2015,12,30,SOWKHYAM,4460.0,39
5483,2015,12,30,STAR WARS THE FORCE AWAKENS,76080.0,634
5484,2015,12,30,THANGAMAGAN,72100.0,621
5485,2015,12,30,THE GOOD DINOSAUR,11880.0,99
5486,2015,12,30,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,12410.0,108
5487,2015,12,31,BAJIRAO MASTANI,57430.0,485
5488,2015,12,31,BHALE MANCHI ROJU,10010.0,88
5489,2015,12,31,BHOOLOHAM,58290.0,505
5490,2015,12,31,BLIND DATE,10200.0,85
5491,2015,12,31,CHARLIE,11770.0,99
5492,2015,12,31,CREED,11660.0,99
5493,2015,12,31,DILWALE,58980.0,497
5494,2015,12,31,EETTI,11900.0,101
5495,2015,12,31,IN THE HEART OF THE SEA,11760.0,98
5496,2015,12,31,MAMA MANCHU ALLUDU KANCHU,4350.0,39
5497,2015,12,31,PASANGA 2,47200.0,408
5498,2015,12,31,PREMAM,11800.0,102
5499,2015,12,31,SOWKHYAM,3610.0,31
5500,2015,12,31,STAR WARS THE FORCE AWAKENS,86770.0,724
5501,2015,12,31,THANGAMAGAN,82250.0,690
5502,2015,12,31,THE GOOD DINOSAUR,11900.0,101
5503,2015,12,31,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,11050.0,93
5504,2016,1,1,AZHAGU KUTTI CHELLAM,11660.0,99
5505,2016,1,1,BAJIRAO MASTANI,66760.0,571
5506,2016,1,1,BHALE MANCHI ROJU,11920.0,103
5507,2016,1,1,BHOOLOHAM,90710.0,799
5508,2016,1,1,CHARLIE,24280.0,206
5509,2016,1,1,CREED,12960.0,108
5510,2016,1,1,DILWALE,46700.0,402
5511,2016,1,1,EETTI,11910.0,102
5512,2016,1,1,IN THE HEART OF THE SEA,12600.0,105
5513,2016,1,1,KARAIYORUM,11530.0,97
5514,2016,1,1,MAALAI NERATHU MAYAKKAM,40380.0,353
5515,2016,1,1,NENU SHAILAJA,35690.0,302
5516,2016,1,1,PASANGA 2,69870.0,596
5517,2016,1,1,PEIGAL JAAKKIRATHAI,11900.0,101
5518,2016,1,1,POINT BREAK,43410.0,370
5519,2016,1,1,PREMAM,21610.0,181
5520,2016,1,1,STAR WARS THE FORCE AWAKENS,23660.0,199
5521,2016,1,1,THANGAMAGAN,27170.0,231
5522,2016,1,1,THARKAPPU,11910.0,102
5523,2016,1,1,THE GOOD DINOSAUR,20530.0,172
5524,2016,1,1,VALEBA RAJA,23400.0,195
5525,2016,1,1,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,25940.0,218
5526,2016,1,2,AZHAGU KUTTI CHELLAM,11670.0,100
5527,2016,1,2,BAJIRAO MASTANI,66140.0,553
5528,2016,1,2,BHALE MANCHI ROJU,11910.0,102
5529,2016,1,2,BHOOLOHAM,93650.0,807
5530,2016,1,2,CHARLIE,25470.0,215
5531,2016,1,2,CREED,12010.0,101
5532,2016,1,2,DILWALE,45000.0,375
5533,2016,1,2,EETTI,11880.0,99
5534,2016,1,2,IN THE HEART OF THE SEA,12960.0,108
5535,2016,1,2,KARAIYORUM,9840.0,82
5536,2016,1,2,MAALAI NERATHU MAYAKKAM,41360.0,352
5537,2016,1,2,NENU SHAILAJA,34340.0,288
5538,2016,1,2,PASANGA 2,56420.0,483
5539,2016,1,2,PEIGAL JAAKKIRATHAI,11910.0,102
5540,2016,1,2,POINT BREAK,42140.0,353
5541,2016,1,2,PREMAM,24380.0,205
5542,2016,1,2,STAR WARS THE FORCE AWAKENS,24010.0,201
5543,2016,1,2,THANGAMAGAN,23300.0,196
5544,2016,1,2,THARKAPPU,11960.0,107
5545,2016,1,2,THE GOOD DINOSAUR,31440.0,262
5546,2016,1,2,VALEBA RAJA,14640.0,122
5547,2016,1,2,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,36390.0,306
5548,2016,1,3,AZHAGU KUTTI CHELLAM,11680.0,101
5549,2016,1,3,BAJIRAO MASTANI,66420.0,559
5550,2016,1,3,BHALE MANCHI ROJU,11950.0,106
5551,2016,1,3,BHOOLOHAM,94870.0,819
5552,2016,1,3,CHARLIE,25980.0,222
5553,2016,1,3,CREED,12720.0,106
5554,2016,1,3,DILWALE,45370.0,379
5555,2016,1,3,EETTI,11890.0,100
5556,2016,1,3,IN THE HEART OF THE SEA,11530.0,97
5557,2016,1,3,KARAIYORUM,11460.0,101
5558,2016,1,3,MAALAI NERATHU MAYAKKAM,39660.0,336
5559,2016,1,3,NENU SHAILAJA,35690.0,302
5560,2016,1,3,PASANGA 2,55420.0,471
5561,2016,1,3,PEIGAL JAAKKIRATHAI,11770.0,99
5562,2016,1,3,POINT BREAK,43960.0,370
5563,2016,1,3,PREMAM,25360.0,215
5564,2016,1,3,STAR WARS THE FORCE AWAKENS,24030.0,203
5565,2016,1,3,THANGAMAGAN,23810.0,203
5566,2016,1,3,THARKAPPU,10640.0,96
5567,2016,1,3,THE GOOD DINOSAUR,37600.0,317
5568,2016,1,3,VALEBA RAJA,7200.0,60
5569,2016,1,3,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,37160.0,317
5570,2016,1,4,AZHAGU KUTTI CHELLAM,7350.0,64
5571,2016,1,4,BAJIRAO MASTANI,41410.0,346
5572,2016,1,4,BHALE MANCHI ROJU,6020.0,52
5573,2016,1,4,BHOOLOHAM,49230.0,424
5574,2016,1,4,CHARLIE,13000.0,112
5575,2016,1,4,CREED,9240.0,77
5576,2016,1,4,DILWALE,23900.0,201
5577,2016,1,4,EETTI,11920.0,103
5578,2016,1,4,IN THE HEART OF THE SEA,9600.0,80
5579,2016,1,4,KARAIYORUM,990.0,11
5580,2016,1,4,MAALAI NERATHU MAYAKKAM,18500.0,156
5581,2016,1,4,NENU SHAILAJA,15300.0,133
5582,2016,1,4,PASANGA 2,41190.0,346
5583,2016,1,4,PEIGAL JAAKKIRATHAI,27040.0,240
5584,2016,1,4,POINT BREAK,26570.0,226
5585,2016,1,4,PREMAM,10440.0,87
5586,2016,1,4,STAR WARS THE FORCE AWAKENS,23520.0,196
5587,2016,1,4,THANGAMAGAN,19680.0,164
5588,2016,1,4,THARKAPPU,5290.0,45
5589,2016,1,4,THE GOOD DINOSAUR,11400.0,95
5590,2016,1,4,VALEBA RAJA,120.0,1
5591,2016,1,4,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,3360.0,28
5592,2016,1,5,AZHAGU KUTTI CHELLAM,5430.0,48
5593,2016,1,5,BAJIRAO MASTANI,37810.0,316
5594,2016,1,5,BHALE MANCHI ROJU,4090.0,35
5595,2016,1,5,BHOOLOHAM,40840.0,377
5596,2016,1,5,CHARLIE,17670.0,150
5597,2016,1,5,CREED,12720.0,106
5598,2016,1,5,DILWALE,23660.0,199
5599,2016,1,5,EETTI,11760.0,98
5600,2016,1,5,IN THE HEART OF THE SEA,6960.0,58
5601,2016,1,5,KARAIYORUM,170.0,6
5602,2016,1,5,MAALAI NERATHU MAYAKKAM,13820.0,117
5603,2016,1,5,NENU SHAILAJA,11210.0,98
5604,2016,1,5,PASANGA 2,38900.0,326
5605,2016,1,5,PEIGAL JAAKKIRATHAI,28140.0,240
5606,2016,1,5,POINT BREAK,23520.0,196
5607,2016,1,5,PREMAM,9360.0,78
5608,2016,1,5,STAR WARS THE FORCE AWAKENS,23790.0,201
5609,2016,1,5,THANGAMAGAN,20550.0,174
5610,2016,1,5,THARKAPPU,8180.0,70
5611,2016,1,5,THE GOOD DINOSAUR,9240.0,77
5612,2016,1,5,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,3620.0,32
5613,2016,1,6,AZHAGU KUTTI CHELLAM,6600.0,55
5614,2016,1,6,BAJIRAO MASTANI,34090.0,285
5615,2016,1,6,BHALE MANCHI ROJU,5300.0,46
5616,2016,1,6,BHOOLOHAM,47430.0,409
5617,2016,1,6,CHARLIE,24050.0,205
5618,2016,1,6,CREED,9720.0,81
5619,2016,1,6,DILWALE,22850.0,195
5620,2016,1,6,EETTI,11920.0,103
5621,2016,1,6,IN THE HEART OF THE SEA,9130.0,77
5622,2016,1,6,KARAIYORUM,480.0,4
5623,2016,1,6,MAALAI NERATHU MAYAKKAM,16470.0,140
5624,2016,1,6,NENU SHAILAJA,12330.0,111
5625,2016,1,6,PASANGA 2,42910.0,364
5626,2016,1,6,PEIGAL JAAKKIRATHAI,25220.0,223
5627,2016,1,6,POINT BREAK,22080.0,184
5628,2016,1,6,PREMAM,11400.0,95
5629,2016,1,6,STAR WARS THE FORCE AWAKENS,20880.0,174
5630,2016,1,6,THANGAMAGAN,18370.0,154
5631,2016,1,6,THARKAPPU,3880.0,36
5632,2016,1,6,THE GOOD DINOSAUR,6960.0,58
5633,2016,1,6,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,3860.0,34
5634,2016,1,7,AZHAGU KUTTI CHELLAM,7710.0,67
5635,2016,1,7,BAJIRAO MASTANI,32350.0,276
5636,2016,1,7,BHALE MANCHI ROJU,4560.0,38
5637,2016,1,7,BHOOLOHAM,40990.0,348
5638,2016,1,7,BLIND DATE,5160.0,43
5639,2016,1,7,CHARLIE,35860.0,308
5640,2016,1,7,CREED,9600.0,80
5641,2016,1,7,DILWALE,20760.0,173
5642,2016,1,7,EETTI,11890.0,100
5643,2016,1,7,IN THE HEART OF THE SEA,11050.0,93
5644,2016,1,7,KARAIYORUM,120.0,1
5645,2016,1,7,MAALAI NERATHU MAYAKKAM,12530.0,109
5646,2016,1,7,NENU SHAILAJA,16970.0,146
5647,2016,1,7,PASANGA 2,44940.0,380
5648,2016,1,7,PEIGAL JAAKKIRATHAI,13280.0,118
5649,2016,1,7,POINT BREAK,18130.0,152
5650,2016,1,7,PREMAM,13060.0,118
5651,2016,1,7,STAR WARS THE FORCE AWAKENS,21960.0,183
5652,2016,1,7,THANGAMAGAN,19690.0,165
5653,2016,1,7,THARKAPPU,6860.0,59
5654,2016,1,7,THE GOOD DINOSAUR,10440.0,87
5655,2016,1,8,ADI KAPPYARE KOOTTAMANI,16100.0,136
5656,2016,1,8,BAJIRAO MASTANI,39860.0,334
5657,2016,1,8,BHOOLOHAM,33210.0,285
5658,2016,1,8,CHARLIE,11880.0,99
5659,2016,1,8,CHAURANGA,1320.0,11
5660,2016,1,8,CHHOTA BHEEM HIMALAYAN ADVENTURE,15610.0,131
5661,2016,1,8,CREED,10940.0,93
5662,2016,1,8,DADDYS HOME,23070.0,195
5663,2016,1,8,DILWALE,10680.0,89
5664,2016,1,8,EETTI,21020.0,177
5665,2016,1,8,IN THE HEART OF THE SEA,11880.0,99
5666,2016,1,8,MAALAI NERATHU MAYAKKAM,11790.0,101
5667,2016,1,8,NENU SHAILAJA,10570.0,89
5668,2016,1,8,OUR BRAND IS CRISIS,11690.0,102
5669,2016,1,8,PASANGA 2,38640.0,322
5670,2016,1,8,PEIGAL JAAKKIRATHAI,24340.0,212
5671,2016,1,8,POINT BREAK,12770.0,111
5672,2016,1,8,PREMAM,11770.0,99
5673,2016,1,8,STAR WARS THE FORCE AWAKENS,24140.0,203
5674,2016,1,8,THANGAMAGAN,23190.0,196
5675,2016,1,8,THE GOOD DINOSAUR,11520.0,96
5676,2016,1,8,WAZIR,58020.0,500
5677,2016,1,9,ADI KAPPYARE KOOTTAMANI,35770.0,299
5678,2016,1,9,BAJIRAO MASTANI,52030.0,440
5679,2016,1,9,BHOOLOHAM,55760.0,483
5680,2016,1,9,CHARLIE,20680.0,176
5681,2016,1,9,CHAURANGA,10490.0,92
5682,2016,1,9,CHHOTA BHEEM HIMALAYAN ADVENTURE,29660.0,249
5683,2016,1,9,CREED,11930.0,104
5684,2016,1,9,DADDYS HOME,29970.0,258
5685,2016,1,9,DILWALE,33480.0,279
5686,2016,1,9,EETTI,32820.0,279
5687,2016,1,9,IN THE HEART OF THE SEA,11880.0,99
5688,2016,1,9,MAALAI NERATHU MAYAKKAM,11920.0,103
5689,2016,1,9,NENU SHAILAJA,11760.0,98
5690,2016,1,9,OUR BRAND IS CRISIS,15380.0,130
5691,2016,1,9,PASANGA 2,55330.0,462
5692,2016,1,9,PEIGAL JAAKKIRATHAI,26040.0,228
5693,2016,1,9,POINT BREAK,12980.0,110
5694,2016,1,9,PREMAM,11770.0,99
5695,2016,1,9,STAR WARS THE FORCE AWAKENS,25740.0,220
5696,2016,1,9,THANGAMAGAN,25810.0,216
5697,2016,1,9,THE GOOD DINOSAUR,25920.0,216
5698,2016,1,9,WAZIR,66700.0,565
5699,2016,1,10,ADI KAPPYARE KOOTTAMANI,21540.0,185
5700,2016,1,10,BAJIRAO MASTANI,47190.0,396
5701,2016,1,10,BHOOLOHAM,54300.0,480
5702,2016,1,10,CHARLIE,23790.0,201
5703,2016,1,10,CHAURANGA,3720.0,31
5704,2016,1,10,CHHOTA BHEEM HIMALAYAN ADVENTURE,35230.0,300
5705,2016,1,10,CREED,11590.0,103
5706,2016,1,10,DADDYS HOME,29820.0,254
5707,2016,1,10,DILWALE,33030.0,278
5708,2016,1,10,EETTI,33540.0,285
5709,2016,1,10,IN THE HEART OF THE SEA,11880.0,99
5710,2016,1,10,MAALAI NERATHU MAYAKKAM,11960.0,107
5711,2016,1,10,NENU SHAILAJA,11920.0,103
5712,2016,1,10,OUR BRAND IS CRISIS,22360.0,190
