,Year,Month,film_strtitle,total_amount,total_tickets
587,2016,2,AARATHU SINAM,351560.0,3102
588,2016,2,ACTION HERO BIJU,383130.0,3256
589,2016,2,AIRLIFT,609150.0,5145
590,2016,2,ALIGARH,39810.0,340
591,2016,2,ANJALA,96270.0,838
592,2016,2,ARANMANAI 2,978390.0,8464
593,2016,2,ASTERIX THE MANSION OF THE GODS,148470.0,1240
594,2016,2,BAJIRAO MASTANI,305100.0,2570
595,2016,2,BANGALORE NAATKAL,834050.0,7175
596,2016,2,BLIND DATE,30050.0,255
597,2016,2,BOLLIWOOD DIARIES,27590.0,240
598,2016,2,CAROL,44620.0,381
599,2016,2,DEADPOOL,1154450.0,9768
600,2016,2,EXPRESS RAJA,20750.0,183
601,2016,2,FITOOR,232150.0,1963
602,2016,2,GETHU,121440.0,1045
603,2016,2,GHAYAL ONCE AGAIN,167560.0,1466
604,2016,2,GODS OF EGYPT,179960.0,1529
605,2016,2,HOW TO BE SINGLE,143960.0,1207
606,2016,2,IRUDHI SUTTRU,1905920.0,16352
607,2016,2,ISHQ FOREVER,29410.0,257
608,2016,2,JIL JUNG JUK,656500.0,5744
609,2016,2,JOY,41200.0,347
610,2016,2,KANITHAN,102270.0,932
611,2016,2,KATHAKALI,106790.0,911
612,2016,2,KRISHNA GAADI VEERA PREMA GAADHA,170500.0,1452
613,2016,2,KRISHNASHTAMI,63570.0,549
614,2016,2,KSHANAM,39200.0,334
615,2016,2,KYA KOOL HAIN HUM 3,21900.0,188
616,2016,2,LACHHIMDEVIKI OH LEKKUNDHI,1470.0,15
617,2016,2,LOVESHHUDA,63300.0,544
618,2016,2,MAHESHINTE PRATHIKAARAM,81770.0,697
619,2016,2,MASTIZAADE,215020.0,1900
620,2016,2,MIRUTHAN,612260.0,5401
621,2016,2,NAANNAKU PREMATHO,30850.0,258
622,2016,2,NAVARASA THILAGAM,73060.0,640
623,2016,2,NAYYAPPUDAI,31660.0,273
624,2016,2,NEERJA,695280.0,5871
625,2016,2,PASANGA 2,29760.0,248
626,2016,2,PREMAM,119100.0,998
627,2016,2,PRIDE AND PREJUDICE AND ZOMBIES,34040.0,291
628,2016,2,PUTHIYA NIYAMAM,251340.0,2144
629,2016,2,RAJINI MURUGAN,216950.0,1873
630,2016,2,ROOM,78040.0,654
631,2016,2,SAAHASAM,104550.0,918
632,2016,2,SAALA KHADOOS,134990.0,1146
633,2016,2,SANAM RE,107460.0,923
634,2016,2,SANAM TERI KASAM,157160.0,1350
635,2016,2,SEETHAMMA ANDAALU RAMAIYYA SITHRALU,1440.0,12
636,2016,2,SETHU BOOMI,66010.0,562
637,2016,2,SETHUPATHI,860130.0,7517
638,2016,2,SHIVALINGA,10960.0,95
639,2016,2,SOGGADE CHINNI NAYANA,32540.0,273
640,2016,2,SPEEDUNNODU,42010.0,373
641,2016,2,SPOTLIGHT,136320.0,1147
642,2016,2,TERE BIN LADEN DEAD OR ALIVE,51390.0,442
643,2016,2,THAARAI THAPPATTAI,36420.0,325
644,2016,2,THE 33,25710.0,217
645,2016,2,THE 5TH WAVE,34480.0,291
646,2016,2,THE FINEST HOURS,237360.0,1989
647,2016,2,THE HATEFUL EIGHT,43720.0,368
648,2016,2,THE REVENANT,297930.0,2524
649,2016,2,VETTAH,38660.0,324
650,2016,2,VIL AMBU,272620.0,2358
651,2016,2,VISAARANAI,1125350.0,9795
652,2016,2,WAZIR,38160.0,321
653,2016,3,13 HOURS THE SECRET SOLDIERS OF BENGHAZI,152830.0,1302
654,2016,3,AAGAM,30860.0,270
655,2016,3,AARATHU SINAM,409680.0,3546
656,2016,3,ACTION HERO BIJU,294990.0,2483
657,2016,3,ADIDA MELAM,33200.0,284
658,2016,3,AIRLIFT,26050.0,218
659,2016,3,ALIGARH,25730.0,219
660,2016,3,ARANMANAI 2,29770.0,249
