,Year,Month,film_strtitle,total_amount,total_tickets
56,2015,2,ETTU THIKKUM MATHAYAANAI,18010.0,151
57,2015,2,FIREMAN,60380.0,527
58,2015,2,FOXCATCHER,46620.0,394
59,2015,2,GOPALA GOPALA,33640.0,284
60,2015,2,HARAM,42260.0,354
61,2015,2,HAWAIZAADA,25530.0,221
62,2015,2,HEY BRO,1320.0,11
63,2015,2,I,1095290.0,9319
64,2015,2,ISAI,497510.0,4343
65,2015,2,JUPITER ASCENDING,436360.0,3695
66,2015,2,KAAKI SATTAI,329970.0,2989
67,2015,2,KHAMOSHIYAN SILENCES HAVE SECRETS,35420.0,308
68,2015,2,KILLADI,23570.0,212
69,2015,2,KINGSMAN THE SECRET SERVICE,61580.0,537
70,2015,2,LOVE ROSIE,158150.0,1339
71,2015,2,MSG THE MESSENGER,28890.0,249
72,2015,2,MYTHRI,2770.0,24
73,2015,2,PK,330460.0,2796
74,2015,2,PONGE EZHU MANOHARA,117520.0,1005
75,2015,2,PULAN VISARANAI 2,28680.0,261
76,2015,2,QISSA,14290.0,120
77,2015,2,ROY,355550.0,3050
78,2015,2,SANDAMARUDHAM,142920.0,1301
79,2015,2,SEVENTH SON,45770.0,386
80,2015,2,SHAMITABH,1376790.0,11762
81,2015,2,TAKEN 3,302320.0,2556
82,2015,2,TEMPER,327400.0,2886
83,2015,2,THAMIZHUKKU ENN ONDRAI AZHUTHAVUM,341790.0,3027
84,2015,2,THE IMITATION GAME,147020.0,1238
85,2015,2,THE THEORY OF EVERYTHING,40650.0,347
86,2015,2,TOURING TALKIES,37620.0,330
87,2015,2,VAJRAM,23880.0,210
88,2015,2,WHIPLASH,95660.0,810
89,2015,2,WILD,71520.0,607
90,2015,2,YENNAI ARINDHAAL,3156970.0,27564
91,2015,3,100 DAYS OF LOVE,276000.0,2377
92,2015,3,AAYA VADA SUTTA KATHAI,34900.0,311
93,2015,3,AB TAK CHHAPPAN 2,73530.0,643
94,2015,3,AIVARATTAM,61850.0,520
95,2015,3,AMERICAN SNIPER,132920.0,1117
96,2015,3,ANEGAN,870370.0,7397
97,2015,3,BABY,208080.0,1745
98,2015,3,BADLAPUR,240310.0,2031
99,2015,3,BADMASHIYAAN,47310.0,397
100,2015,3,BENCH TALKIES,131520.0,1118
101,2015,3,BIRDMAN,187380.0,1578
102,2015,3,BLACK AND WHITE THE DAWN OF JUSTICE,34240.0,289
103,2015,3,BLIND DATE,36380.0,327
104,2015,3,CHAPPIE,329030.0,2785
105,2015,3,CHARLES SHAFFIQ KARTHIGA,25100.0,211
106,2015,3,CINDERELLA,549860.0,4639
107,2015,3,DIRTY POLITICS,76420.0,679
108,2015,3,DRAGON BLADE,110550.0,935
109,2015,3,DUM LAGA KE HAISHA,545400.0,4600
110,2015,3,EN VAZHI THANIE VAZHI,80510.0,681
111,2015,3,ENAKKUL ORUVAN,1346610.0,11571
112,2015,3,ENNUM EPPOZHUM,60560.0,523
113,2015,3,ETTU THIKKUM MATHAYAANAI,12260.0,104
114,2015,3,FOCUS,538360.0,4556
115,2015,3,HEY BRO,46100.0,397
116,2015,3,I,320410.0,2711
117,2015,3,INSURGENT,155560.0,1311
118,2015,3,IVANUKU THANILA GANDAM,242750.0,2143
119,2015,3,JIL,89750.0,791
120,2015,3,KAAKI SATTAI,1929160.0,16664
121,2015,3,KADAVUL PAATHI MIRUGAM PAATHI,73770.0,645
122,2015,3,KALLAPPADAM,69540.0,596
123,2015,3,KATHAM KATHAM,217430.0,1932
124,2015,3,KINGSMAN THE SECRET SERVICE,942840.0,7956
125,2015,3,MAHABALIPURAM,259090.0,2281
126,2015,3,MANADHIL ORU MAATRAM,14890.0,125
127,2015,3,NADHIKAL NANAIVADHILLAI,10660.0,98
128,2015,3,NH 10,485360.0,4132
129,2015,3,ORU VADAKKAN SELFIE,65000.0,582
130,2015,3,PATRA,16350.0,139
131,2015,3,QISSA,25290.0,219
132,2015,3,RAJATHANDHIRAM,748960.0,6487
133,2015,3,REY,26310.0,244
134,2015,3,ROMBA NALLAVANDA NEE,15120.0,126
135,2015,3,RUN ALL NIGHT,129330.0,1108
136,2015,3,SANDAMARUDHAM,139880.0,1195
137,2015,3,SARITHIRAM PESU,23980.0,220
138,2015,3,SERNDHU POLAMA,34400.0,294
139,2015,3,SHAMITABH,106070.0,894
140,2015,3,SURYA VS SURYA,69120.0,598
141,2015,3,THAMIZHUKKU ENN ONDRAI AZHUTHAVUM,922340.0,7908
142,2015,3,THE LAZARUS EFFECT,3120.0,26
143,2015,3,THE SECOND BEST EXOTIC MARIGOLD HOTEL,81370.0,690
144,2015,3,THILAGAR,36450.0,334
145,2015,3,THOPPI,43560.0,385
146,2015,3,TUNGABHADRA,17080.0,146
147,2015,3,VAANAVIL VAAZHKAI,64850.0,556
148,2015,3,VAJRAM,24580.0,225
149,2015,3,VALIYAVAN,578430.0,5164
150,2015,3,VETHU VETTU,43360.0,376
151,2015,3,WILD CARD,148840.0,1277
152,2015,3,YENNAI ARINDHAAL,350930.0,2940
153,2015,3,YEVADE SUBRAMANYAM,130250.0,1112
154,2015,4,100 DAYS OF LOVE,272700.0,2300
155,2015,4,ANEGAN,12960.0,108
156,2015,4,AVENGERS AGE OF ULTRON,1247570.0,10599
157,2015,4,BHASKAR THE RASCAL,183040.0,1562
158,2015,4,BLIND DATE,30480.0,265
159,2015,4,BROKEN HORSES,80410.0,682
160,2015,4,CHAPPIE,7700.0,66
161,2015,4,CHENNAI UNGALAI ANBUDAN VARAVERKIRATHU,33350.0,288
162,2015,4,CINDERELLA,444810.0,3737
163,2015,4,DETECTIVE BYOMKESH BAKSHY,399220.0,3369
164,2015,4,DHARAM SANKAT MEIN,151750.0,1304
165,2015,4,DOHCHAY,143380.0,1226
166,2015,4,DRAGON BLADE,22090.0,185
167,2015,4,DUM LAGA KE HAISHA,215450.0,1814
168,2015,4,EK PAHELI LEELA,166110.0,1486
169,2015,4,ENAKKUL ORUVAN,10930.0,92
170,2015,4,ENNUM EPPOZHUM,100220.0,848
171,2015,4,FAST AND FURIOUS 7,3228860.0,27481
172,2015,4,FOCUS,22960.0,195
173,2015,4,HOME,372430.0,3132
174,2015,4,I,7570.0,64
175,2015,4,INSURGENT,12850.0,108
176,2015,4,IT FOLLOWS,248960.0,2137
177,2015,4,JIL,9250.0,78
178,2015,4,KAAGAZ KE FOOLS,36130.0,313
179,2015,4,KAAKI SATTAI,23760.0,198
180,2015,4,KANCHANA 2,1234550.0,11189
181,2015,4,KINGSMAN THE SECRET SERVICE,26400.0,220
182,2015,4,KOMBAN,2817150.0,24535
183,2015,4,MARGARITA WITH A STRAW,212940.0,1814
184,2015,4,Mr X,183170.0,1564
185,2015,4,NANNBENDA,1313490.0,11497
186,2015,4,NH 10,178680.0,1500
187,2015,4,O KADHAL KANMANI,1794040.0,15504
188,2015,4,ORU VADAKKAN SELFIE,331220.0,2784
189,2015,4,RAJATHANDHIRAM,326230.0,2736
190,2015,4,RANAVIKRAMA,20980.0,184
191,2015,4,REY,2700.0,28
192,2015,4,RUN ALL NIGHT,111560.0,937
193,2015,4,S O SATYA MURTHY,601330.0,5199
194,2015,4,SAGAPTHAM,75370.0,673
195,2015,4,THAMIZHUKKU ENN ONDRAI AZHUTHAVUM,11910.0,102
196,2015,4,THUNAI MUDHALVAR,58050.0,514
197,2015,4,VALIYAVAN,218330.0,1868
198,2015,4,YEVADE SUBRAMANYAM,10690.0,90
199,2015,4,YOOGAN,83310.0,730
200,2015,5,36 VAYADHINILE,1265990.0,10934
201,2015,5,AVENGERS AGE OF ULTRON,2001760.0,16806
202,2015,5,BIG GAME,110190.0,932
203,2015,5,BLIND DATE,43090.0,382
204,2015,5,BOMBAY VELVET,538110.0,4520
205,2015,5,DEMONTE COLONY,713540.0,6344
206,2015,5,FAST AND FURIOUS 7,164430.0,1373
207,2015,5,GABBAR IS BACK,902790.0,7680
208,2015,5,HOME,83220.0,699
209,2015,5,INDIA PAKISTAN,892420.0,7875
210,2015,5,KAMARA KATTU,77760.0,681
211,2015,5,KANCHANA 2,1384820.0,11982
212,2015,5,KOMBAN,67880.0,573
213,2015,5,KUCH KUCH LOCHA HAI,77160.0,665
214,2015,5,LALILAA O LAILAA,96350.0,813
215,2015,5,MAD MAX FURY ROAD,925750.0,7776
216,2015,5,MARGARITA WITH A STRAW,273350.0,2299
217,2015,5,MASSU ENGIRA MASILAMANI,665880.0,5901
218,2015,5,NANNBENDA,83820.0,704
219,2015,5,NBK LION,183390.0,1575
220,2015,5,O KADHAL KANMANI,1305190.0,11005
221,2015,5,ORU SECOND CLASS YATHRA,39890.0,348
222,2015,5,PIKU,1325110.0,11126
223,2015,5,POLTERGEIST,240840.0,2051
224,2015,5,PURAMPOKKU ENGIRA PODHUVUDAMAI,1096540.0,9568
225,2015,5,RAJATHANDHIRAM,18850.0,158
226,2015,5,RASIGARGAL NARPANI MANDRAM,77620.0,678
227,2015,5,SABKI BAJEGI BAND,10870.0,97
228,2015,5,SAN ANDREAS,133850.0,1142
229,2015,5,SOAN PAPDI,34780.0,299
230,2015,5,TANU WEDS MANU RETURNS,294240.0,2551
231,2015,5,THE SPONGEBOB MOVIE SPONGE OUT OF WATER,358570.0,3000
232,2015,5,THIRANTHIDU SEESE,17710.0,154
233,2015,5,TOMORROWLAND,264790.0,2246
234,2015,5,UTTAMA VILLAIN,2631040.0,22435
235,2015,5,VAI RAJA VAI,1143000.0,9965
236,2015,5,VINDHAI,67680.0,575
237,2015,5,WELCOME 2 KARACHI,38740.0,332
238,2015,5,YOOGAN,83240.0,701
239,2015,6,36 VAYADHINILE,869940.0,7354
240,2015,6,ABCD 2,858600.0,7309
241,2015,6,ACHAARAM,24660.0,211
242,2015,6,APPAVUM VEENJUM,12740.0,108
243,2015,6,AVENGERS AGE OF ULTRON,378510.0,3168
244,2015,6,BLACK AND WHITE,0.0,175
245,2015,6,BLIND DATE,24830.0,228
246,2015,6,BRAN NUE DAE,0.0,157
247,2015,6,DEMONIC,59540.0,531
248,2015,6,DEMONTE COLONY,1410520.0,12099
249,2015,6,DIL DHADAKNE DO,790730.0,6715
250,2015,6,DIRTY DEEDS,0.0,89
251,2015,6,ELI,351230.0,3135
252,2015,6,ENTOURAGE,200570.0,1709
253,2015,6,HAMARI ADHURI KAHANI,256400.0,2199
254,2015,6,INDIA PAKISTAN,139800.0,1209
255,2015,6,INDRU NETRU NAALAI,254250.0,2292
256,2015,6,INNIMEY IPPADITHAN,1055780.0,9350
257,2015,6,INSIDE OUT,152510.0,1281
258,2015,6,INSIDIOUS CHAPTER 3,197750.0,1735
259,2015,6,JURASSIC WORLD,1258790.0,10810
260,2015,6,JYOTHILAKSHMI,16530.0,146
261,2015,6,KAAVAL,48190.0,430
262,2015,6,KAKKA MUTTAI,1344930.0,11695
263,2015,6,KRISHNAMMA KALIPINDI EIDDARINI,23900.0,201
264,2015,6,LODUKKU PANDI,12500.0,106
265,2015,6,MAD MAX,0.0,267
266,2015,6,MAD MAX FURY ROAD,550160.0,4627
267,2015,6,MASSU ENGIRA MASILAMANI,1645060.0,14246
268,2015,6,MISS TANAKPUR HAAZIR HO,38280.0,341
269,2015,6,MOONE MOONU VARTHAI,43720.0,379
270,2015,6,MY BRILLIANT CAREER,0.0,99
271,2015,6,O KADHAL KANMANI,116900.0,987
272,2015,6,PAPERBACK HERO,0.0,148
273,2015,6,PIKU,349630.0,2931
274,2015,6,POLTERGEIST,47280.0,394
275,2015,6,PREMAM,540590.0,4636
276,2015,6,PURAMPOKKU ENGIRA PODHUVUDAMAI,38600.0,329
277,2015,6,PURIYAATHA AANANDHAM PUDHITHAGA AARAMBAM,51880.0,458
278,2015,6,RED DOG,0.0,390
279,2015,6,ROMEO JULIET,1359800.0,12011
280,2015,6,SAN ANDREAS,636380.0,5415
281,2015,6,SOAN PAPDI,40000.0,348
282,2015,6,SPY,170920.0,1450
283,2015,6,SWERVE,0.0,149
284,2015,6,TANU WEDS MANU RETURNS,652690.0,5528
285,2015,6,THANK GOD HE MET LIZZIE,0.0,82
286,2015,6,THE AGE OF ADALINE,70890.0,621
287,2015,6,THE BANK,0.0,368
288,2015,6,THE SAPPHIRES,0.0,269
289,2015,6,THE SPONGEBOB MOVIE SPONGE OUT OF WATER,118920.0,991
290,2015,6,TIGER,41200.0,358
291,2015,6,TOMORROWLAND,251430.0,2109
292,2015,6,VAI RAJA VAI,60630.0,530
293,2015,6,WELCOME 2 KARACHI,99520.0,866
294,2015,6,YAAGAVARAYINUM NAA KAAKKA,151350.0,1352
295,2015,7,36 VAYADHINILE,97970.0,821
296,2015,7,AAVIKUMAR,22560.0,188
297,2015,7,ABCD 2,325320.0,2733
298,2015,7,ACHA DHIN,29800.0,252
299,2015,7,ANT MAN,111720.0,931
300,2015,7,AVENGERS AGE OF ULTRON,25700.0,216
301,2015,7,BAAHUBALI TAMIL,1598940.0,14221
302,2015,7,BAAHUBALI TELUGU,1070470.0,9070
303,2015,7,BABY,25550.0,223
304,2015,7,BAJRANGI BHAIJAAN,1171050.0,10064
305,2015,7,BLIND DATE,40360.0,351
306,2015,7,DEMONIC,187450.0,1585
307,2015,7,DEMONTE COLONY,147220.0,1236
308,2015,7,DIL DHADAKNE DO,297270.0,2491
309,2015,7,ELI,8440.0,74
310,2015,7,ENTOURAGE,9850.0,83
311,2015,7,GUDDU RANGEELA,70130.0,633
312,2015,7,GURU SUKRAN,720.0,6
313,2015,7,INDRU NETRU NAALAI,674580.0,5891
314,2015,7,INNIMEY IPPADITHAN,22090.0,196
315,2015,7,INSIDE OUT,679370.0,5688
316,2015,7,INSIDIOUS CHAPTER 3,465110.0,3951
317,2015,7,JAMES BOND,5160.0,43
318,2015,7,JURASSIC WORLD,783060.0,6586
319,2015,7,KAAVAL,14160.0,118
320,2015,7,KAKKA MUTTAI,513840.0,4370
321,2015,7,KL 10 PATHU,3960.0,33
322,2015,7,LOVE 24 X 7,12360.0,103
323,2015,7,MAARI,1009890.0,9018
324,2015,7,MAD MAX FURY ROAD,25850.0,220
325,2015,7,MASAAN,25680.0,214
326,2015,7,MINIONS,95520.0,796
327,2015,7,MISS PANNEDATHEENGA APPURAM VARUTHAPADUVEENGA,14400.0,120
328,2015,7,MISS TANAKPUR HAAZIR HO,4520.0,45
329,2015,7,MOONE MOONU VARTHAI,360.0,3
330,2015,7,NAALU POLISUM NALLAIRUNTHA OORUM,63960.0,533
331,2015,7,ORU THOZHAN ORU THOZHI,7800.0,65
332,2015,7,PALAKKATTU MADHAVAN IVAN TAMILAN,215970.0,1864
333,2015,7,PAPANASAM,2513720.0,21835
334,2015,7,PIKU,14400.0,120
335,2015,7,PITCH PERFECT 2,44730.0,381
336,2015,7,PREMAM,346480.0,2957
337,2015,7,ROMEO JULIET,283890.0,2407
338,2015,7,SPY,192770.0,1622
339,2015,7,TANU WEDS MANU RETURNS,292310.0,2457
340,2015,7,TERMINATOR GENISYS,886820.0,7513
341,2015,7,THE CON ARTISTS,840.0,7
342,2015,7,TIGER,9030.0,78
343,2015,7,YAAGAVARAYINUM NAA KAAKKA,287230.0,2488
344,2015,9,BAAHUBALI TAMIL,13010.0,113
345,2015,9,BHAAG JOHNNY,10870.0,97
346,2015,9,BHALE BHALE MAGADIVOI,11910.0,102
347,2015,9,BLACK MASS,11910.0,102
348,2015,9,CALENDAR GIRLS,11910.0,102
349,2015,9,EVEREST,33260.0,279
350,2015,9,KATTI BATTI,22480.0,191
351,2015,9,KIRUMI,11710.0,104
352,2015,9,KIS KISKO PYAAR KAROON,11980.0,109
353,2015,9,KOHINOOR,4690.0,40
354,2015,9,KUTTRAM KADITHAL,23610.0,205
355,2015,9,LIFE OF JOSOOTTY,7920.0,66
356,2015,9,MAYA,79070.0,691
357,2015,9,MAZE RUNNER THE SCORCH TRIALS,25220.0,212
358,2015,9,MINIONS,12960.0,108
359,2015,9,PREMAM,24900.0,213
360,2015,9,SUBRAMANYAM FOR SALE,10250.0,90
361,2015,9,THANI ORUVAN,23770.0,210
362,2015,9,THE INTERN,23660.0,199
363,2015,9,TRISHA ILLANA NAYANTHARA,61090.0,532
364,2015,9,UNAKKENNA VENUM SOLLU,11940.0,105
365,2015,10,10 ENDRADHUKKULLA,1136020.0,9850
366,2015,10,ADHAYAN,8640.0,72
367,2015,10,AMAR AKBAR ANTHONY,211860.0,1815
368,2015,10,ANDHADHI,70290.0,605
369,2015,10,BAAHUBALI TAMIL,256750.0,2201
370,2015,10,BLACK MASS,78540.0,660
371,2015,10,BLIND DATE,44640.0,383
372,2015,10,BRIDGE OF SPIES,281700.0,2375
373,2015,10,BRUCE LEE THE FIGHTER,192720.0,1683
374,2015,10,BURNT,23420.0,197
375,2015,10,CALENDAR GIRLS,11830.0,105
376,2015,10,CRIMSON PEAK,260270.0,2201
377,2015,10,ENNU NINTE MOIDEEN,411660.0,3480
378,2015,10,EVEREST,422610.0,3552
379,2015,10,GOOSEBUMPS,114000.0,961
380,2015,10,GUDDU KI GUN,22240.0,200
381,2015,10,JAZBAA,355700.0,3043
382,2015,10,KANAL,39650.0,335
383,2015,10,KANCHE,120390.0,1028
384,2015,10,KATHUKKUTTY,201340.0,1742
385,2015,10,KATTI BATTI,78480.0,665
386,2015,10,KIRUMI,94960.0,817
387,2015,10,KIS KISKO PYAAR KAROON,168740.0,1430
388,2015,10,KUTTRAM KADITHAL,258620.0,2223
389,2015,10,LORD LIVINGSTONE 7000 KANDI,47720.0,405
390,2015,10,LOVE EXCHANGE,4080.0,34
391,2015,10,MAIEM,59570.0,512
392,2015,10,MAIN AUR CHARLES,9160.0,80
393,2015,10,MARAPACHI,20320.0,173
394,2015,10,MASALA PADAM,248730.0,2202
395,2015,10,MAYA,1278290.0,10910
396,2015,10,MAZE RUNNER THE SCORCH TRIALS,105280.0,892
397,2015,10,MINIONS,192800.0,1625
398,2015,10,MSG 2 THE MESSENGER,17530.0,147
399,2015,10,NAANUM ROWDYDHAAN,1548900.0,13551
400,2015,10,OM SHANTHI OM,23630.0,207
401,2015,10,ONCE UPON A TIME IN BIHAR,11790.0,101
402,2015,10,PALLIKKOODAM POGAAMALAE,10720.0,93
403,2015,10,PAN,365840.0,3078
404,2015,10,PARANORMAL ACTIVITY THE GHOST DIMENSION,64040.0,541
405,2015,10,PATHEMARI,85610.0,740
406,2015,10,PREMAM,383760.0,3231
407,2015,10,PULI,2022430.0,17806
408,2015,10,PYAAR KA PUNCHNAMA 2,498740.0,4246
409,2015,10,RAAJU GARI GADHI,23320.0,198
410,2015,10,RANI PADMINI,23770.0,199
411,2015,10,ROCK THE KASBAH,41130.0,351
412,2015,10,RUDHRAMADEVI TAMIL,176660.0,1485
413,2015,10,RUDHRAMADEVI TELUGU,141900.0,1243
414,2015,10,SAN ANDREAS QUAKE,17410.0,146
415,2015,10,SATHURAN,16970.0,146
416,2015,10,SHAANDAAR,406010.0,3443
417,2015,10,SHIVAM,67140.0,587
418,2015,10,SICARIO,293570.0,2495
419,2015,10,SINGH IS BLIING,347670.0,3010
420,2015,10,SIVAPPU,25980.0,222
421,2015,10,TALVAR,778360.0,6589
422,2015,10,THANI ORUVAN,1121130.0,9472
423,2015,10,THE INTERN,366110.0,3083
424,2015,10,THE MARTIAN,1000630.0,8434
425,2015,10,THE WALK,811670.0,6818
426,2015,10,TITLI,21430.0,185
427,2015,10,TRISHA ILLANA NAYANTHARA,176780.0,1508
428,2015,10,VIRAIVIL ISAI,5160.0,43
429,2015,10,WEDDING PULLAV,30960.0,269
430,2015,11,10 ENDRADHUKKULLA,150460.0,1296
431,2015,11,144,108130.0,957
432,2015,11,ADHAYAN,8640.0,72
433,2015,11,AKHIL,156650.0,1343
434,2015,11,AMAR AKBAR ANTHONY,278040.0,2350
435,2015,11,ANARKALI,113400.0,967
436,2015,11,BAAHUBALI TAMIL,42170.0,356
437,2015,11,BLIND DATE,19600.0,167
438,2015,11,BRIDGE OF SPIES,177750.0,1506
439,2015,11,BURNT,254470.0,2149
440,2015,11,CREED,112660.0,959
441,2015,11,CRIMSON PEAK,45180.0,393
442,2015,11,ENNU NINTE MOIDEEN,112760.0,958
443,2015,11,EVEREST,105040.0,879
444,2015,11,GOOSEBUMPS,441860.0,3717
445,2015,11,GUDDU KI GUN,25520.0,231
446,2015,11,HE NAMED ME MALALA,16950.0,144
447,2015,11,HOTEL TRANSYLVANIA 2,432870.0,3632
448,2015,11,INIYA ULAVAGA,12360.0,103
449,2015,11,INJI IDUPAZHAGI,217950.0,1918
450,2015,11,KUMARI 21F,157830.0,1340
451,2015,11,LOVE EXCHANGE,11610.0,105
452,2015,11,MAIN AUR CHARLES,121410.0,1064
453,2015,11,MAYA,102450.0,873
454,2015,11,NAANUM ROWDYDHAAN,1731090.0,14665
455,2015,11,OM SHANTHI OM,30950.0,279
456,2015,11,ONCE UPON A TIME IN BIHAR,2770.0,24
457,2015,11,ORU NAAL IRAVIL,208350.0,1805
458,2015,11,PALLIKKOODAM POGAAMALAE,9730.0,82
459,2015,11,PARANORMAL ACTIVITY THE GHOST DIMENSION,80690.0,677
460,2015,11,PREM RATAN DHAN PAYO,920510.0,7890
461,2015,11,PREMAM,436440.0,3681
462,2015,11,PYAAR KA PUNCHNAMA 2,115750.0,971
463,2015,11,RAAJU GARI GADHI,82170.0,704
464,2015,11,RAJAMMA AT YAHOO,29700.0,253
465,2015,11,RANI PADMINI,39410.0,333
466,2015,11,SAN ANDREAS QUAKE,32200.0,272
467,2015,11,SECRET IN THEIR EYES,76770.0,648
468,2015,11,SHAANDAAR,192410.0,1641
469,2015,11,SICARIO,51600.0,441
470,2015,11,SPECTRE,1292240.0,11062
471,2015,11,SU SU SUDHI VATHMEEKAM,14530.0,122
472,2015,11,TALVAR,119640.0,1008
473,2015,11,TAMASHA,399750.0,3400
474,2015,11,THANI ORUVAN,400050.0,3364
475,2015,11,THANU NENU,15500.0,131
476,2015,11,THE HUNGER GAMES MOCKINGJAY PART 2,218060.0,1830
477,2015,11,THE MARTIAN,278880.0,2335
478,2015,11,THE WALK,331580.0,2776
479,2015,11,THOONGAAVANAM,2832820.0,24155
480,2015,11,TITLI,79010.0,685
481,2015,11,UPPU KARUVADU,92360.0,810
482,2015,11,VALEBA RAJA,14400.0,120
483,2015,11,VEDALAM,3189800.0,27920
484,2015,11,VIRAIVIL ISAI,5770.0,49
485,2015,11,WRECKER,32950.0,281
486,2015,11,X PAST IS PRESENT,74290.0,642
487,2015,12,144,294130.0,2540
488,2015,12,ANGRY INDIAN GODDESSES,246290.0,2080
489,2015,12,BAJIRAO MASTANI,1186240.0,10055
490,2015,12,BENGAL TIGER,135210.0,1196
491,2015,12,BHALE MANCHI ROJU,73160.0,639
492,2015,12,BHOOLOHAM,710420.0,6329
493,2015,12,BLIND DATE,29410.0,246
494,2015,12,CHARLIE,119000.0,1032
495,2015,12,CREED,435470.0,3672
496,2015,12,DILWALE,1328610.0,11421
497,2015,12,EETTI,757780.0,6643
498,2015,12,HATE STORY 3,329520.0,2834
499,2015,12,HOTEL TRANSYLVANIA 2,207520.0,1733
500,2015,12,IN THE HEART OF THE SEA,699900.0,5871
501,2015,12,INJI IDUPAZHAGI,579020.0,4970
502,2015,12,KUMARI 21F,23650.0,198
503,2015,12,LEGEND,1680.0,14
504,2015,12,LOFAR,80270.0,701
505,2015,12,MAMA MANCHU ALLUDU KANCHU,48220.0,411
506,2015,12,NAANUM ROWDYDHAAN,200780.0,1697
507,2015,12,ORU NAAL IRAVIL,74280.0,641
508,2015,12,PASANGA 2,393350.0,3486
509,2015,12,PREM RATAN DHAN PAYO,120460.0,1013
510,2015,12,PREMAM,332280.0,2835
511,2015,12,SANKARA BHARANAM,29360.0,263
512,2015,12,SNOOPY AND CHARLIE BROWN THE PEANUTS MOVIE,189480.0,1579
513,2015,12,SOWKHYAM,72260.0,644
514,2015,12,SPECTRE,559120.0,4696
515,2015,12,STAR WARS THE FORCE AWAKENS,714740.0,6002
516,2015,12,TAMASHA,920150.0,7725
517,2015,12,THANGAMAGAN,2017270.0,17323
518,2015,12,THANI ORUVAN,12490.0,105
519,2015,12,THE GOOD DINOSAUR,892700.0,7485
520,2015,12,THE HUNGER GAMES MOCKINGJAY PART 2,50370.0,428
521,2015,12,THIRUTTU RAIL,38500.0,341
522,2015,12,THOONGAAVANAM,247040.0,2077
523,2015,12,UPPU KARUVADU,352690.0,3039
524,2015,12,URUMEEN,535200.0,4658
525,2015,12,VEDALAM,381100.0,3229
526,2015,12,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,98240.0,848
527,2016,1,2 COUNTRIES,172870.0,1458
528,2016,1,2 PENKUTTIKAL,14900.0,126
529,2016,1,ADI KAPPYARE KOOTTAMANI,83640.0,708
530,2016,1,AIRLIFT,768540.0,6542
531,2016,1,ALVIN AND THE CHIPMUNKS THE ROAD CHIP,146630.0,1232
532,2016,1,ARANMANAI 2,306050.0,2776
533,2016,1,ASTERIX THE MANSION OF THE GODS,57610.0,481
534,2016,1,AZHAGU KUTTI CHELLAM,62100.0,534
535,2016,1,BAJIRAO MASTANI,823570.0,6930
536,2016,1,BHALE MANCHI ROJU,55750.0,482
537,2016,1,BHOOLOHAM,757410.0,6562
538,2016,1,BLIND DATE,15970.0,134
539,2016,1,CHALK N DUSTER,76260.0,652
540,2016,1,CHARLIE,451890.0,3818
541,2016,1,CHAURANGA,16180.0,144
542,2016,1,CHHOTA BHEEM HIMALAYAN ADVENTURE,119190.0,1007
543,2016,1,CREED,143230.0,1211
544,2016,1,DADDYS HOME,111560.0,948
545,2016,1,DICTATOR,73720.0,629
546,2016,1,DILWALE,343740.0,2892
547,2016,1,EETTI,230720.0,1952
548,2016,1,EXPRESS RAJA,147940.0,1275
549,2016,1,GETHU,750240.0,6538
550,2016,1,IN THE HEART OF THE SEA,142470.0,1190
551,2016,1,IRUDHI SUTTRU,370860.0,3272
552,2016,1,JOY,123580.0,1050
553,2016,1,JUGNI,5040.0,42
554,2016,1,KARAIYORUM,34590.0,302
555,2016,1,KATHAKALI,1080510.0,9337
556,2016,1,KYA KOOL HAIN HUM 3,212790.0,1864
557,2016,1,LACHHIMDEVIKI OH LEKKUNDHI,23690.0,202
558,2016,1,MAALAI NERATHU MAYAKKAM,323710.0,2770
559,2016,1,MASTIZAADE,65650.0,581
560,2016,1,MOONDRAAM ULLAGA POR,20860.0,183
561,2016,1,NAANNAKU PREMATHO,257590.0,2208
562,2016,1,NANAIYATHA MAZHAIYE,21270.0,180
563,2016,1,NENU SHAILAJA,220670.0,1882
564,2016,1,OUR BRAND IS CRISIS,67470.0,576
565,2016,1,PAAVADA,104880.0,896
566,2016,1,PASANGA 2,776560.0,6563
567,2016,1,PEIGAL JAAKKIRATHAI,256740.0,2233
568,2016,1,POINT BREAK,390860.0,3292
569,2016,1,PREMAM,426310.0,3625
570,2016,1,RAJINI MURUGAN,1310540.0,11517
571,2016,1,SAALA KHADOOS,59310.0,508
572,2016,1,SEETHAMMA ANDAALU RAMAIYYA SITHRALU,25590.0,216
573,2016,1,SOGGADE CHINNI NAYANA,390480.0,3309
574,2016,1,STAR WARS THE FORCE AWAKENS,306970.0,2581
575,2016,1,THAARAI THAPPATTAI,1002680.0,8748
576,2016,1,THANGAMAGAN,290420.0,2444
577,2016,1,THARKAPPU,58720.0,515
578,2016,1,THE 33,123950.0,1043
579,2016,1,THE 5TH WAVE,272730.0,2325
580,2016,1,THE DANISH GIRL,176650.0,1517
581,2016,1,THE GOOD DINOSAUR,223360.0,1876
582,2016,1,THE HATEFUL EIGHT,237820.0,2013
583,2016,1,VALEBA RAJA,45360.0,378
584,2016,1,VELLAIYA IRUKIRAVAN POI SOLLA MAATTAN,110330.0,935
585,2016,1,WAZIR,755350.0,6400
586,2016,2,2 COUNTRIES,30530.0,259
